0 fail, cost: 640 ms
1 fail, cost: 711 ms
2 fail, cost: 738 ms
3 fail, cost: 1250 ms
4 fail, cost: 915 ms
5 fail, cost: 539 ms
6 fail, cost: 763 ms
0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 
7 success, cost: 382 ms
8 fail, cost: 1580 ms
9 fail, cost: 807 ms
10 fail, cost: 957 ms
11 fail, cost: 538 ms
12 fail, cost: 1456 ms
13 fail, cost: 853 ms
14 fail, cost: 613 ms
15 fail, cost: 453 ms
16 fail, cost: 1612 ms
17 fail, cost: 862 ms
18 fail, cost: 735 ms
19 fail, cost: 702 ms
20 fail, cost: 1357 ms
21 fail, cost: 633 ms
22 fail, cost: 520 ms
23 fail, cost: 505 ms
24 fail, cost: 803 ms
25 fail, cost: 1487 ms
26 fail, cost: 695 ms
27 fail, cost: 643 ms
28 fail, cost: 649 ms
29 fail, cost: 548 ms
30 fail, cost: 1197 ms
31 fail, cost: 456 ms
32 fail, cost: 715 ms
33 fail, cost: 672 ms
34 fail, cost: 625 ms
35 fail, cost: 1380 ms
36 fail, cost: 755 ms
37 fail, cost: 737 ms
38 fail, cost: 587 ms
39 fail, cost: 539 ms
40 fail, cost: 1312 ms
41 fail, cost: 718 ms
42 fail, cost: 749 ms
43 fail, cost: 576 ms
44 fail, cost: 1707 ms
45 fail, cost: 939 ms
46 fail, cost: 751 ms
47 fail, cost: 630 ms
48 fail, cost: 1406 ms
49 fail, cost: 658 ms
50 fail, cost: 554 ms
51 fail, cost: 634 ms
52 fail, cost: 550 ms
53 fail, cost: 454 ms
54 fail, cost: 1001 ms
55 fail, cost: 412 ms
56 fail, cost: 728 ms
57 fail, cost: 792 ms
58 fail, cost: 728 ms
59 fail, cost: 1283 ms
60 fail, cost: 627 ms
61 fail, cost: 504 ms
62 fail, cost: 564 ms
63 fail, cost: 381 ms
64 fail, cost: 639 ms
65 fail, cost: 1287 ms
66 fail, cost: 659 ms
67 fail, cost: 681 ms
68 fail, cost: 622 ms
69 fail, cost: 617 ms
70 fail, cost: 1115 ms
71 fail, cost: 580 ms
72 fail, cost: 739 ms
73 fail, cost: 757 ms
74 fail, cost: 923 ms
75 fail, cost: 1322 ms
76 fail, cost: 682 ms
77 fail, cost: 662 ms
78 fail, cost: 626 ms
