0 fail, cost: 760 ms
1 fail, cost: 912 ms
2 fail, cost: 1550 ms
3 fail, cost: 1001 ms
4 fail, cost: 1190 ms
5 fail, cost: 1668 ms
6 fail, cost: 840 ms
7 fail, cost: 938 ms
8 fail, cost: 779 ms
9 fail, cost: 1242 ms
10 fail, cost: 698 ms
11 fail, cost: 790 ms
12 fail, cost: 771 ms
13 fail, cost: 536 ms
14 fail, cost: 1419 ms
15 fail, cost: 811 ms
16 fail, cost: 1037 ms
17 fail, cost: 1298 ms
18 fail, cost: 981 ms
19 fail, cost: 1086 ms
20 fail, cost: 893 ms
21 fail, cost: 1360 ms
22 fail, cost: 999 ms
23 fail, cost: 819 ms
24 fail, cost: 1442 ms
25 fail, cost: 725 ms
26 fail, cost: 578 ms
27 fail, cost: 594 ms
28 fail, cost: 613 ms
29 fail, cost: 566 ms
30 fail, cost: 1305 ms
31 fail, cost: 736 ms
32 fail, cost: 844 ms
33 fail, cost: 1540 ms
34 fail, cost: 740 ms
35 fail, cost: 846 ms
36 fail, cost: 874 ms
37 fail, cost: 1756 ms
38 fail, cost: 930 ms
39 fail, cost: 868 ms
40 fail, cost: 1632 ms
41 fail, cost: 599 ms
42 fail, cost: 629 ms
43 fail, cost: 596 ms
44 fail, cost: 720 ms
45 fail, cost: 1328 ms
46 fail, cost: 980 ms
47 fail, cost: 802 ms
48 fail, cost: 1538 ms
49 fail, cost: 1046 ms
50 fail, cost: 882 ms
51 fail, cost: 611 ms
52 fail, cost: 1306 ms
53 fail, cost: 734 ms
54 fail, cost: 733 ms
55 fail, cost: 595 ms
56 fail, cost: 1131 ms
57 fail, cost: 556 ms
58 fail, cost: 564 ms
59 fail, cost: 794 ms
60 fail, cost: 1439 ms
61 fail, cost: 677 ms
62 fail, cost: 810 ms
63 fail, cost: 705 ms
64 fail, cost: 1747 ms
65 fail, cost: 1128 ms
66 fail, cost: 836 ms
67 fail, cost: 715 ms
68 fail, cost: 1424 ms
69 fail, cost: 766 ms
70 fail, cost: 1310 ms
71 fail, cost: 1961 ms
72 fail, cost: 1097 ms
73 fail, cost: 838 ms
74 fail, cost: 819 ms
75 fail, cost: 1603 ms
76 fail, cost: 904 ms
77 fail, cost: 572 ms
78 fail, cost: 566 ms
79 fail, cost: 1102 ms
80 fail, cost: 805 ms
81 fail, cost: 786 ms
82 fail, cost: 794 ms
83 fail, cost: 667 ms
84 fail, cost: 1378 ms
85 fail, cost: 699 ms
86 fail, cost: 770 ms
87 fail, cost: 831 ms
88 fail, cost: 1315 ms
89 fail, cost: 743 ms
90 fail, cost: 1006 ms
91 fail, cost: 723 ms
92 fail, cost: 1425 ms
93 fail, cost: 633 ms
94 fail, cost: 654 ms
95 fail, cost: 628 ms
96 fail, cost: 891 ms
97 fail, cost: 1276 ms
98 fail, cost: 768 ms
99 fail, cost: 634 ms
100 fail, cost: 920 ms
101 fail, cost: 1315 ms
102 fail, cost: 765 ms
103 fail, cost: 624 ms
104 fail, cost: 725 ms
105 fail, cost: 1260 ms
106 fail, cost: 565 ms
107 fail, cost: 579 ms
108 fail, cost: 1236 ms
109 fail, cost: 1621 ms
110 fail, cost: 809 ms
111 fail, cost: 953 ms
112 fail, cost: 851 ms
113 fail, cost: 1598 ms
114 fail, cost: 970 ms
115 fail, cost: 856 ms
116 fail, cost: 1435 ms
117 fail, cost: 803 ms
118 fail, cost: 839 ms
119 fail, cost: 595 ms
120 fail, cost: 1345 ms
121 fail, cost: 629 ms
122 fail, cost: 580 ms
123 fail, cost: 511 ms
124 fail, cost: 669 ms
125 fail, cost: 1324 ms
126 fail, cost: 649 ms
127 fail, cost: 535 ms
128 fail, cost: 703 ms
129 fail, cost: 667 ms
130 fail, cost: 1225 ms
131 fail, cost: 661 ms
132 fail, cost: 794 ms
133 fail, cost: 946 ms
134 fail, cost: 1521 ms
135 fail, cost: 822 ms
136 fail, cost: 673 ms
137 fail, cost: 1571 ms
138 fail, cost: 765 ms
139 fail, cost: 701 ms
140 fail, cost: 714 ms
141 fail, cost: 659 ms
142 fail, cost: 1427 ms
143 fail, cost: 724 ms
144 fail, cost: 1008 ms
145 fail, cost: 841 ms
146 fail, cost: 1663 ms
147 fail, cost: 704 ms
148 fail, cost: 735 ms
149 fail, cost: 590 ms
150 fail, cost: 1336 ms
151 fail, cost: 572 ms
152 fail, cost: 821 ms
153 fail, cost: 554 ms
154 fail, cost: 529 ms
155 fail, cost: 1072 ms
156 fail, cost: 567 ms
157 fail, cost: 493 ms
158 fail, cost: 507 ms
159 fail, cost: 445 ms
160 fail, cost: 665 ms
161 fail, cost: 1477 ms
162 fail, cost: 810 ms
163 fail, cost: 740 ms
164 fail, cost: 835 ms
165 fail, cost: 1437 ms
166 fail, cost: 826 ms
167 fail, cost: 949 ms
168 fail, cost: 1400 ms
169 fail, cost: 745 ms
170 fail, cost: 854 ms
171 fail, cost: 726 ms
172 fail, cost: 1389 ms
173 fail, cost: 822 ms
174 fail, cost: 704 ms
