0 fail, cost: 545 ms
1 fail, cost: 616 ms
2 fail, cost: 689 ms
3 fail, cost: 1292 ms
4 fail, cost: 1048 ms
5 fail, cost: 615 ms
6 fail, cost: 1005 ms
7 fail, cost: 1395 ms
8 fail, cost: 858 ms
9 fail, cost: 650 ms
10 fail, cost: 776 ms
11 fail, cost: 582 ms
12 fail, cost: 1498 ms
13 fail, cost: 647 ms
14 fail, cost: 848 ms
15 fail, cost: 619 ms
16 fail, cost: 1590 ms
17 fail, cost: 940 ms
18 fail, cost: 862 ms
19 fail, cost: 714 ms
20 fail, cost: 1504 ms
21 fail, cost: 768 ms
22 fail, cost: 1034 ms
23 fail, cost: 570 ms
24 fail, cost: 1531 ms
25 fail, cost: 801 ms
26 fail, cost: 951 ms
27 fail, cost: 735 ms
28 fail, cost: 1574 ms
29 fail, cost: 696 ms
30 fail, cost: 773 ms
31 fail, cost: 635 ms
32 fail, cost: 1744 ms
33 fail, cost: 697 ms
34 fail, cost: 918 ms
35 fail, cost: 1494 ms
36 fail, cost: 802 ms
37 fail, cost: 790 ms
38 fail, cost: 828 ms
39 fail, cost: 1481 ms
40 fail, cost: 994 ms
41 fail, cost: 809 ms
42 fail, cost: 652 ms
43 fail, cost: 557 ms
44 fail, cost: 1428 ms
45 fail, cost: 794 ms
46 fail, cost: 788 ms
47 fail, cost: 675 ms
48 fail, cost: 1428 ms
49 fail, cost: 761 ms
50 fail, cost: 855 ms
51 fail, cost: 1570 ms
52 fail, cost: 970 ms
53 fail, cost: 828 ms
54 fail, cost: 726 ms
55 fail, cost: 1181 ms
56 fail, cost: 936 ms
57 fail, cost: 716 ms
58 fail, cost: 683 ms
59 fail, cost: 592 ms
60 fail, cost: 1590 ms
61 fail, cost: 797 ms
62 fail, cost: 798 ms
63 fail, cost: 809 ms
64 fail, cost: 1463 ms
65 fail, cost: 718 ms
66 fail, cost: 755 ms
67 fail, cost: 738 ms
68 fail, cost: 896 ms
69 fail, cost: 1067 ms
70 fail, cost: 567 ms
71 fail, cost: 591 ms
72 fail, cost: 629 ms
73 fail, cost: 505 ms
74 fail, cost: 1205 ms
75 fail, cost: 604 ms
76 fail, cost: 588 ms
77 fail, cost: 717 ms
78 fail, cost: 618 ms
79 fail, cost: 1346 ms
80 fail, cost: 764 ms
81 fail, cost: 887 ms
82 fail, cost: 897 ms
83 fail, cost: 1408 ms
84 fail, cost: 766 ms
85 fail, cost: 679 ms
86 fail, cost: 787 ms
87 fail, cost: 1133 ms
88 fail, cost: 792 ms
89 fail, cost: 697 ms
90 fail, cost: 838 ms
91 fail, cost: 1204 ms
92 fail, cost: 659 ms
93 fail, cost: 647 ms
94 fail, cost: 853 ms
95 fail, cost: 638 ms
96 fail, cost: 1275 ms
97 fail, cost: 796 ms
98 fail, cost: 974 ms
99 fail, cost: 696 ms
100 fail, cost: 1246 ms
101 fail, cost: 646 ms
102 fail, cost: 611 ms
103 fail, cost: 732 ms
104 fail, cost: 674 ms
105 fail, cost: 1370 ms
106 fail, cost: 430 ms
107 fail, cost: 421 ms
108 fail, cost: 501 ms
109 fail, cost: 463 ms
110 fail, cost: 345 ms
111 fail, cost: 989 ms
112 fail, cost: 589 ms
113 fail, cost: 561 ms
114 fail, cost: 745 ms
115 fail, cost: 522 ms
116 fail, cost: 1207 ms
117 fail, cost: 493 ms
118 fail, cost: 473 ms
119 fail, cost: 680 ms
120 fail, cost: 557 ms
121 fail, cost: 1001 ms
122 fail, cost: 556 ms
123 fail, cost: 490 ms
124 fail, cost: 528 ms
125 fail, cost: 596 ms
126 fail, cost: 672 ms
127 fail, cost: 1116 ms
128 fail, cost: 766 ms
129 fail, cost: 642 ms
130 fail, cost: 878 ms
131 fail, cost: 1524 ms
132 fail, cost: 1046 ms
133 fail, cost: 910 ms
134 fail, cost: 851 ms
135 fail, cost: 1234 ms
136 fail, cost: 668 ms
137 fail, cost: 539 ms
138 fail, cost: 583 ms
139 fail, cost: 577 ms
140 fail, cost: 1238 ms
141 fail, cost: 544 ms
142 fail, cost: 579 ms
143 fail, cost: 416 ms
144 fail, cost: 711 ms
145 fail, cost: 1181 ms
146 fail, cost: 643 ms
147 fail, cost: 583 ms
148 fail, cost: 652 ms
149 fail, cost: 846 ms
150 fail, cost: 1448 ms
151 fail, cost: 893 ms
152 fail, cost: 676 ms
153 fail, cost: 532 ms
154 fail, cost: 1396 ms
155 fail, cost: 658 ms
156 fail, cost: 714 ms
157 fail, cost: 669 ms
158 fail, cost: 755 ms
159 fail, cost: 1244 ms
160 fail, cost: 947 ms
161 fail, cost: 655 ms
162 fail, cost: 982 ms
163 fail, cost: 1304 ms
164 fail, cost: 692 ms
165 fail, cost: 674 ms
166 fail, cost: 660 ms
167 fail, cost: 1101 ms
168 fail, cost: 590 ms
169 fail, cost: 513 ms
170 fail, cost: 523 ms
171 fail, cost: 536 ms
172 fail, cost: 583 ms
173 fail, cost: 1041 ms
174 fail, cost: 577 ms
175 fail, cost: 465 ms
176 fail, cost: 842 ms
177 fail, cost: 447 ms
178 fail, cost: 1302 ms
179 fail, cost: 567 ms
180 fail, cost: 725 ms
181 fail, cost: 549 ms
182 fail, cost: 1327 ms
183 fail, cost: 640 ms
184 fail, cost: 672 ms
185 fail, cost: 767 ms
186 fail, cost: 836 ms
187 fail, cost: 1314 ms
188 fail, cost: 960 ms
189 fail, cost: 719 ms
190 fail, cost: 715 ms
191 fail, cost: 1316 ms
192 fail, cost: 708 ms
193 fail, cost: 830 ms
194 fail, cost: 825 ms
195 fail, cost: 1627 ms
196 fail, cost: 942 ms
197 fail, cost: 816 ms
198 fail, cost: 853 ms
199 fail, cost: 1511 ms
200 fail, cost: 824 ms
201 fail, cost: 715 ms
202 fail, cost: 1320 ms
203 fail, cost: 685 ms
204 fail, cost: 764 ms
205 fail, cost: 628 ms
206 fail, cost: 741 ms
207 fail, cost: 1243 ms
208 fail, cost: 689 ms
209 fail, cost: 655 ms
