0 fail, cost: 665 ms
1 fail, cost: 1081 ms
2 fail, cost: 813 ms
3 fail, cost: 1646 ms
4 fail, cost: 915 ms
5 fail, cost: 1114 ms
6 fail, cost: 1510 ms
7 fail, cost: 954 ms
8 fail, cost: 1007 ms
9 fail, cost: 1383 ms
10 fail, cost: 1103 ms
11 fail, cost: 967 ms
12 fail, cost: 775 ms
13 fail, cost: 1568 ms
14 fail, cost: 905 ms
15 fail, cost: 786 ms
16 fail, cost: 1395 ms
17 fail, cost: 1132 ms
18 fail, cost: 833 ms
19 fail, cost: 708 ms
20 fail, cost: 1594 ms
21 fail, cost: 888 ms
22 fail, cost: 1290 ms
23 fail, cost: 1813 ms
24 fail, cost: 843 ms
25 fail, cost: 667 ms
26 fail, cost: 1581 ms
27 fail, cost: 829 ms
28 fail, cost: 1005 ms
29 fail, cost: 957 ms
30 fail, cost: 1237 ms
31 fail, cost: 560 ms
32 fail, cost: 823 ms
33 fail, cost: 836 ms
34 fail, cost: 1730 ms
35 fail, cost: 1162 ms
36 fail, cost: 911 ms
37 fail, cost: 1525 ms
38 fail, cost: 663 ms
39 fail, cost: 680 ms
40 fail, cost: 890 ms
41 fail, cost: 1240 ms
42 fail, cost: 823 ms
43 fail, cost: 790 ms
44 fail, cost: 941 ms
45 fail, cost: 1567 ms
46 fail, cost: 764 ms
47 fail, cost: 930 ms
48 fail, cost: 1403 ms
49 fail, cost: 548 ms
50 fail, cost: 759 ms
51 fail, cost: 615 ms
52 fail, cost: 778 ms
53 fail, cost: 1360 ms
54 fail, cost: 923 ms
55 fail, cost: 1010 ms
56 fail, cost: 744 ms
57 fail, cost: 1473 ms
58 fail, cost: 959 ms
59 fail, cost: 826 ms
60 fail, cost: 782 ms
61 fail, cost: 1182 ms
62 fail, cost: 706 ms
63 fail, cost: 600 ms
64 fail, cost: 832 ms
65 fail, cost: 1176 ms
66 fail, cost: 568 ms
67 fail, cost: 594 ms
68 fail, cost: 607 ms
69 fail, cost: 852 ms
70 fail, cost: 1376 ms
71 fail, cost: 716 ms
72 fail, cost: 819 ms
73 fail, cost: 753 ms
74 fail, cost: 1505 ms
75 fail, cost: 677 ms
76 fail, cost: 780 ms
77 fail, cost: 596 ms
78 fail, cost: 556 ms
79 fail, cost: 498 ms
80 fail, cost: 1174 ms
81 fail, cost: 505 ms
82 fail, cost: 544 ms
83 fail, cost: 583 ms
84 fail, cost: 1553 ms
85 fail, cost: 864 ms
86 fail, cost: 708 ms
87 fail, cost: 683 ms
88 fail, cost: 1259 ms
89 fail, cost: 930 ms
90 fail, cost: 905 ms
91 fail, cost: 814 ms
92 fail, cost: 1420 ms
93 fail, cost: 984 ms
94 fail, cost: 890 ms
95 fail, cost: 843 ms
96 fail, cost: 1328 ms
97 fail, cost: 586 ms
98 fail, cost: 585 ms
99 fail, cost: 538 ms
100 fail, cost: 585 ms
101 fail, cost: 507 ms
102 fail, cost: 1122 ms
103 fail, cost: 488 ms
104 fail, cost: 714 ms
105 fail, cost: 547 ms
106 fail, cost: 640 ms
107 fail, cost: 1124 ms
108 fail, cost: 644 ms
109 fail, cost: 574 ms
110 fail, cost: 975 ms
111 fail, cost: 1522 ms
112 fail, cost: 963 ms
113 fail, cost: 854 ms
114 fail, cost: 958 ms
115 fail, cost: 1506 ms
116 fail, cost: 808 ms
117 fail, cost: 865 ms
118 fail, cost: 922 ms
119 fail, cost: 1496 ms
120 fail, cost: 898 ms
121 fail, cost: 703 ms
122 fail, cost: 656 ms
123 fail, cost: 1187 ms
124 fail, cost: 706 ms
125 fail, cost: 629 ms
126 fail, cost: 576 ms
127 fail, cost: 430 ms
128 fail, cost: 1505 ms
129 fail, cost: 756 ms
130 fail, cost: 835 ms
