0 fail, cost: 432 ms
1 fail, cost: 574 ms
2 fail, cost: 755 ms
3 fail, cost: 1176 ms
4 fail, cost: 739 ms
5 fail, cost: 645 ms
6 fail, cost: 744 ms
7 fail, cost: 1206 ms
8 fail, cost: 670 ms
9 fail, cost: 686 ms
10 fail, cost: 717 ms
11 fail, cost: 521 ms
12 fail, cost: 1296 ms
13 fail, cost: 597 ms
14 fail, cost: 717 ms
15 fail, cost: 534 ms
16 fail, cost: 635 ms
17 fail, cost: 1553 ms
18 fail, cost: 704 ms
19 fail, cost: 627 ms
1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 
20 success, cost: 156 ms
21 fail, cost: 584 ms
22 fail, cost: 1422 ms
23 fail, cost: 1061 ms
24 fail, cost: 775 ms
25 fail, cost: 1461 ms
26 fail, cost: 602 ms
27 fail, cost: 663 ms
28 fail, cost: 740 ms
29 fail, cost: 728 ms
30 fail, cost: 1454 ms
31 fail, cost: 560 ms
32 fail, cost: 700 ms
33 fail, cost: 607 ms
34 fail, cost: 621 ms
35 fail, cost: 1450 ms
36 fail, cost: 778 ms
37 fail, cost: 820 ms
38 fail, cost: 876 ms
39 fail, cost: 1238 ms
40 fail, cost: 663 ms
41 fail, cost: 580 ms
42 fail, cost: 684 ms
43 fail, cost: 1544 ms
44 fail, cost: 703 ms
45 fail, cost: 628 ms
46 fail, cost: 662 ms
47 fail, cost: 1186 ms
48 fail, cost: 601 ms
49 fail, cost: 589 ms
50 fail, cost: 798 ms
51 fail, cost: 674 ms
52 fail, cost: 1453 ms
53 fail, cost: 746 ms
54 fail, cost: 857 ms
55 fail, cost: 898 ms
56 fail, cost: 1544 ms
57 fail, cost: 1046 ms
58 fail, cost: 772 ms
59 fail, cost: 1240 ms
60 fail, cost: 667 ms
61 fail, cost: 719 ms
62 fail, cost: 615 ms
63 fail, cost: 510 ms
64 fail, cost: 1259 ms
65 fail, cost: 583 ms
66 fail, cost: 681 ms
67 fail, cost: 693 ms
68 fail, cost: 766 ms
69 fail, cost: 1260 ms
70 fail, cost: 778 ms
71 fail, cost: 748 ms
72 fail, cost: 614 ms
73 fail, cost: 1268 ms
74 fail, cost: 732 ms
75 fail, cost: 548 ms
76 fail, cost: 616 ms
77 fail, cost: 588 ms
78 fail, cost: 1150 ms
79 fail, cost: 591 ms
80 fail, cost: 769 ms
81 fail, cost: 578 ms
82 fail, cost: 1298 ms
83 fail, cost: 824 ms
84 fail, cost: 658 ms
85 fail, cost: 646 ms
86 fail, cost: 690 ms
87 fail, cost: 1480 ms
88 fail, cost: 880 ms
89 fail, cost: 693 ms
90 fail, cost: 540 ms
91 fail, cost: 1146 ms
92 fail, cost: 530 ms
93 fail, cost: 596 ms
94 fail, cost: 787 ms
95 fail, cost: 710 ms
96 fail, cost: 1255 ms
97 fail, cost: 651 ms
98 fail, cost: 609 ms
99 fail, cost: 795 ms
100 fail, cost: 1326 ms
101 fail, cost: 899 ms
102 fail, cost: 775 ms
103 fail, cost: 791 ms
104 fail, cost: 1431 ms
105 fail, cost: 740 ms
106 fail, cost: 778 ms
107 fail, cost: 877 ms
108 fail, cost: 1310 ms
109 fail, cost: 719 ms
110 fail, cost: 800 ms
111 fail, cost: 645 ms
112 fail, cost: 1288 ms
113 fail, cost: 684 ms
114 fail, cost: 700 ms
115 fail, cost: 583 ms
116 fail, cost: 809 ms
117 fail, cost: 1250 ms
118 fail, cost: 812 ms
119 fail, cost: 863 ms
120 fail, cost: 1544 ms
121 fail, cost: 920 ms
122 fail, cost: 902 ms
123 fail, cost: 754 ms
124 fail, cost: 1471 ms
125 fail, cost: 844 ms
126 fail, cost: 733 ms
127 fail, cost: 532 ms
128 fail, cost: 555 ms
129 fail, cost: 481 ms
130 fail, cost: 1160 ms
131 fail, cost: 646 ms
132 fail, cost: 595 ms
133 fail, cost: 436 ms
134 fail, cost: 465 ms
135 fail, cost: 1064 ms
136 fail, cost: 489 ms
137 fail, cost: 426 ms
138 fail, cost: 417 ms
139 fail, cost: 396 ms
140 fail, cost: 417 ms
141 fail, cost: 422 ms
142 fail, cost: 973 ms
143 fail, cost: 434 ms
144 fail, cost: 503 ms
145 fail, cost: 424 ms
146 fail, cost: 455 ms
147 fail, cost: 434 ms
148 fail, cost: 465 ms
149 fail, cost: 1034 ms
150 fail, cost: 478 ms
151 fail, cost: 432 ms
152 fail, cost: 427 ms
153 fail, cost: 429 ms
154 fail, cost: 422 ms
155 fail, cost: 973 ms
156 fail, cost: 474 ms
157 fail, cost: 472 ms
158 fail, cost: 437 ms
159 fail, cost: 420 ms
160 fail, cost: 505 ms
161 fail, cost: 1311 ms
162 fail, cost: 674 ms
163 fail, cost: 611 ms
164 fail, cost: 668 ms
165 fail, cost: 575 ms
166 fail, cost: 1339 ms
167 fail, cost: 631 ms
168 fail, cost: 523 ms
169 fail, cost: 626 ms
170 fail, cost: 448 ms
171 fail, cost: 544 ms
172 fail, cost: 1076 ms
