0 fail, cost: 610 ms
1 fail, cost: 699 ms
2 fail, cost: 1013 ms
3 fail, cost: 1346 ms
4 fail, cost: 888 ms
5 fail, cost: 921 ms
6 fail, cost: 1584 ms
7 fail, cost: 730 ms
8 fail, cost: 1127 ms
9 fail, cost: 752 ms
10 fail, cost: 1498 ms
11 fail, cost: 653 ms
12 fail, cost: 911 ms
13 fail, cost: 640 ms
14 fail, cost: 1399 ms
15 fail, cost: 585 ms
16 fail, cost: 1124 ms
17 fail, cost: 1359 ms
18 fail, cost: 1084 ms
19 fail, cost: 965 ms
20 fail, cost: 1094 ms
21 fail, cost: 1248 ms
22 fail, cost: 928 ms
23 fail, cost: 737 ms
24 fail, cost: 1445 ms
25 fail, cost: 756 ms
26 fail, cost: 747 ms
27 fail, cost: 598 ms
28 fail, cost: 741 ms
29 fail, cost: 1373 ms
30 fail, cost: 757 ms
31 fail, cost: 953 ms
32 fail, cost: 1608 ms
33 fail, cost: 686 ms
34 fail, cost: 781 ms
35 fail, cost: 664 ms
36 fail, cost: 1488 ms
37 fail, cost: 963 ms
38 fail, cost: 768 ms
39 fail, cost: 852 ms
40 fail, cost: 1542 ms
41 fail, cost: 575 ms
42 fail, cost: 681 ms
43 fail, cost: 638 ms
44 fail, cost: 1392 ms
45 fail, cost: 652 ms
46 fail, cost: 817 ms
47 fail, cost: 588 ms
48 fail, cost: 689 ms
49 fail, cost: 1381 ms
50 fail, cost: 855 ms
51 fail, cost: 708 ms
52 fail, cost: 1321 ms
53 fail, cost: 575 ms
54 fail, cost: 712 ms
55 fail, cost: 551 ms
56 fail, cost: 708 ms
57 fail, cost: 1188 ms
58 fail, cost: 882 ms
59 fail, cost: 788 ms
60 fail, cost: 845 ms
61 fail, cost: 1326 ms
62 fail, cost: 898 ms
63 fail, cost: 698 ms
64 fail, cost: 1034 ms
65 fail, cost: 1289 ms
66 fail, cost: 878 ms
67 fail, cost: 759 ms
68 fail, cost: 1348 ms
69 fail, cost: 853 ms
70 fail, cost: 1201 ms
71 fail, cost: 850 ms
72 fail, cost: 1314 ms
73 fail, cost: 740 ms
74 fail, cost: 808 ms
75 fail, cost: 826 ms
76 fail, cost: 1668 ms
77 fail, cost: 968 ms
78 fail, cost: 722 ms
79 fail, cost: 540 ms
80 fail, cost: 1403 ms
81 fail, cost: 682 ms
82 fail, cost: 646 ms
83 fail, cost: 699 ms
84 fail, cost: 1405 ms
85 fail, cost: 697 ms
86 fail, cost: 688 ms
87 fail, cost: 731 ms
88 fail, cost: 1509 ms
89 fail, cost: 770 ms
90 fail, cost: 953 ms
91 fail, cost: 766 ms
92 fail, cost: 1555 ms
93 fail, cost: 844 ms
94 fail, cost: 955 ms
95 fail, cost: 865 ms
96 fail, cost: 1588 ms
97 fail, cost: 752 ms
98 fail, cost: 677 ms
99 fail, cost: 667 ms
100 fail, cost: 1298 ms
101 fail, cost: 737 ms
102 fail, cost: 683 ms
103 fail, cost: 613 ms
104 fail, cost: 1248 ms
105 fail, cost: 643 ms
106 fail, cost: 617 ms
107 fail, cost: 577 ms
108 fail, cost: 1071 ms
109 fail, cost: 1305 ms
110 fail, cost: 778 ms
111 fail, cost: 746 ms
112 fail, cost: 1057 ms
113 fail, cost: 1485 ms
114 fail, cost: 1055 ms
115 fail, cost: 761 ms
116 fail, cost: 1702 ms
117 fail, cost: 861 ms
118 fail, cost: 892 ms
119 fail, cost: 531 ms
120 fail, cost: 1532 ms
121 fail, cost: 708 ms
122 fail, cost: 688 ms
123 fail, cost: 528 ms
124 fail, cost: 675 ms
125 fail, cost: 1120 ms
126 fail, cost: 653 ms
127 fail, cost: 486 ms
128 fail, cost: 928 ms
129 fail, cost: 661 ms
130 fail, cost: 1403 ms
131 fail, cost: 605 ms
132 fail, cost: 789 ms
133 fail, cost: 899 ms
134 fail, cost: 1525 ms
135 fail, cost: 786 ms
136 fail, cost: 1058 ms
137 fail, cost: 1608 ms
138 fail, cost: 833 ms
139 fail, cost: 854 ms
140 fail, cost: 937 ms
141 fail, cost: 1349 ms
142 fail, cost: 857 ms
143 fail, cost: 880 ms
144 fail, cost: 908 ms
145 fail, cost: 1656 ms
146 fail, cost: 737 ms
147 fail, cost: 599 ms
148 fail, cost: 719 ms
149 fail, cost: 1206 ms
150 fail, cost: 674 ms
151 fail, cost: 587 ms
152 fail, cost: 718 ms
153 fail, cost: 558 ms
154 fail, cost: 1247 ms
155 fail, cost: 556 ms
156 fail, cost: 815 ms
157 fail, cost: 530 ms
158 fail, cost: 650 ms
159 fail, cost: 1150 ms
160 fail, cost: 758 ms
161 fail, cost: 710 ms
162 fail, cost: 693 ms
163 fail, cost: 1385 ms
164 fail, cost: 1029 ms
165 fail, cost: 1019 ms
166 fail, cost: 682 ms
167 fail, cost: 1528 ms
168 fail, cost: 758 ms
169 fail, cost: 795 ms
170 fail, cost: 755 ms
171 fail, cost: 1339 ms
172 fail, cost: 865 ms
173 fail, cost: 849 ms
174 fail, cost: 775 ms
175 fail, cost: 1366 ms
176 fail, cost: 1056 ms
177 fail, cost: 900 ms
178 fail, cost: 846 ms
179 fail, cost: 1592 ms
180 fail, cost: 848 ms
181 fail, cost: 648 ms
182 fail, cost: 701 ms
183 fail, cost: 1157 ms
184 fail, cost: 793 ms
185 fail, cost: 574 ms
186 fail, cost: 736 ms
187 fail, cost: 1173 ms
188 fail, cost: 684 ms
189 fail, cost: 502 ms
190 fail, cost: 673 ms
191 fail, cost: 439 ms
192 fail, cost: 1457 ms
193 fail, cost: 978 ms
194 fail, cost: 755 ms
195 fail, cost: 645 ms
196 fail, cost: 1441 ms
197 fail, cost: 778 ms
198 fail, cost: 1042 ms
199 fail, cost: 727 ms
200 fail, cost: 1617 ms
201 fail, cost: 713 ms
202 fail, cost: 876 ms
203 fail, cost: 819 ms
204 fail, cost: 1582 ms
205 fail, cost: 687 ms
206 fail, cost: 1004 ms
207 fail, cost: 646 ms
208 fail, cost: 1715 ms
209 fail, cost: 958 ms
210 fail, cost: 1098 ms
211 fail, cost: 1528 ms
212 fail, cost: 902 ms
213 fail, cost: 756 ms
214 fail, cost: 854 ms
215 fail, cost: 1496 ms
216 fail, cost: 862 ms
217 fail, cost: 871 ms
218 fail, cost: 849 ms
219 fail, cost: 1279 ms
220 fail, cost: 654 ms
221 fail, cost: 520 ms
222 fail, cost: 605 ms
223 fail, cost: 414 ms
224 fail, cost: 1321 ms
225 fail, cost: 615 ms
226 fail, cost: 640 ms
227 fail, cost: 572 ms
228 fail, cost: 746 ms
229 fail, cost: 1200 ms
230 fail, cost: 696 ms
231 fail, cost: 490 ms
232 fail, cost: 700 ms
233 fail, cost: 585 ms
234 fail, cost: 1221 ms
235 fail, cost: 655 ms
236 fail, cost: 735 ms
237 fail, cost: 569 ms
238 fail, cost: 564 ms
239 fail, cost: 1035 ms
240 fail, cost: 682 ms
241 fail, cost: 538 ms
242 fail, cost: 626 ms
243 fail, cost: 486 ms
244 fail, cost: 1216 ms
245 fail, cost: 547 ms
246 fail, cost: 638 ms
247 fail, cost: 474 ms
248 fail, cost: 897 ms
249 fail, cost: 1405 ms
250 fail, cost: 800 ms
251 fail, cost: 779 ms
252 fail, cost: 970 ms
253 fail, cost: 1329 ms
254 fail, cost: 846 ms
255 fail, cost: 731 ms
