0 fail, cost: 723 ms
1 fail, cost: 758 ms
2 fail, cost: 784 ms
3 fail, cost: 1240 ms
4 fail, cost: 987 ms
5 fail, cost: 914 ms
6 fail, cost: 1318 ms
7 fail, cost: 698 ms
8 fail, cost: 1046 ms
9 fail, cost: 945 ms
10 fail, cost: 1305 ms
11 fail, cost: 605 ms
12 fail, cost: 685 ms
13 fail, cost: 565 ms
14 fail, cost: 522 ms
15 fail, cost: 1127 ms
16 fail, cost: 867 ms
17 fail, cost: 699 ms
18 fail, cost: 619 ms
19 fail, cost: 619 ms
20 fail, cost: 1549 ms
21 fail, cost: 844 ms
22 fail, cost: 883 ms
23 fail, cost: 661 ms
24 fail, cost: 1266 ms
25 fail, cost: 692 ms
26 fail, cost: 618 ms
27 fail, cost: 697 ms
28 fail, cost: 1441 ms
29 fail, cost: 623 ms
30 fail, cost: 536 ms
31 fail, cost: 509 ms
32 fail, cost: 698 ms
33 fail, cost: 1492 ms
34 fail, cost: 689 ms
35 fail, cost: 714 ms
36 fail, cost: 620 ms
37 fail, cost: 772 ms
38 fail, cost: 1363 ms
39 fail, cost: 600 ms
40 fail, cost: 618 ms
41 fail, cost: 586 ms
42 fail, cost: 1431 ms
43 fail, cost: 761 ms
44 fail, cost: 599 ms
45 fail, cost: 603 ms
46 fail, cost: 701 ms
47 fail, cost: 1064 ms
48 fail, cost: 546 ms
49 fail, cost: 652 ms
50 fail, cost: 564 ms
51 fail, cost: 520 ms
52 fail, cost: 1145 ms
53 fail, cost: 628 ms
54 fail, cost: 775 ms
55 fail, cost: 578 ms
56 fail, cost: 855 ms
57 fail, cost: 1223 ms
58 fail, cost: 559 ms
59 fail, cost: 636 ms
60 fail, cost: 590 ms
61 fail, cost: 517 ms
62 fail, cost: 1017 ms
63 fail, cost: 396 ms
64 fail, cost: 824 ms
65 fail, cost: 686 ms
66 fail, cost: 1332 ms
67 fail, cost: 574 ms
68 fail, cost: 652 ms
69 fail, cost: 789 ms
70 fail, cost: 562 ms
71 fail, cost: 1242 ms
72 fail, cost: 659 ms
73 fail, cost: 679 ms
74 fail, cost: 627 ms
75 fail, cost: 501 ms
76 fail, cost: 1111 ms
77 fail, cost: 511 ms
78 fail, cost: 512 ms
79 fail, cost: 373 ms
80 fail, cost: 633 ms
81 fail, cost: 1325 ms
82 fail, cost: 616 ms
83 fail, cost: 620 ms
84 fail, cost: 757 ms
85 fail, cost: 782 ms
86 fail, cost: 1432 ms
87 fail, cost: 784 ms
88 fail, cost: 928 ms
89 fail, cost: 494 ms
90 fail, cost: 586 ms
91 fail, cost: 1121 ms
92 fail, cost: 860 ms
93 fail, cost: 581 ms
94 fail, cost: 520 ms
95 fail, cost: 333 ms
96 fail, cost: 1294 ms
97 fail, cost: 724 ms
98 fail, cost: 654 ms
99 fail, cost: 708 ms
100 fail, cost: 1272 ms
101 fail, cost: 587 ms
102 fail, cost: 700 ms
103 fail, cost: 445 ms
104 fail, cost: 918 ms
105 fail, cost: 1324 ms
106 fail, cost: 752 ms
107 fail, cost: 495 ms
108 fail, cost: 947 ms
109 fail, cost: 501 ms
110 fail, cost: 1234 ms
111 fail, cost: 495 ms
112 fail, cost: 640 ms
113 fail, cost: 798 ms
114 fail, cost: 598 ms
115 fail, cost: 1155 ms
116 fail, cost: 498 ms
117 fail, cost: 598 ms
118 fail, cost: 534 ms
119 fail, cost: 525 ms
120 fail, cost: 1304 ms
121 fail, cost: 565 ms
122 fail, cost: 607 ms
123 fail, cost: 522 ms
124 fail, cost: 554 ms
125 fail, cost: 1075 ms
126 fail, cost: 408 ms
127 fail, cost: 348 ms
128 fail, cost: 985 ms
129 fail, cost: 731 ms
130 fail, cost: 1296 ms
131 fail, cost: 718 ms
132 fail, cost: 688 ms
133 fail, cost: 798 ms
134 fail, cost: 1495 ms
135 fail, cost: 867 ms
136 fail, cost: 738 ms
137 fail, cost: 714 ms
138 fail, cost: 592 ms
139 fail, cost: 1336 ms
140 fail, cost: 717 ms
141 fail, cost: 572 ms
142 fail, cost: 433 ms
143 fail, cost: 433 ms
144 fail, cost: 1477 ms
145 fail, cost: 711 ms
146 fail, cost: 629 ms
147 fail, cost: 524 ms
148 fail, cost: 1262 ms
149 fail, cost: 635 ms
150 fail, cost: 615 ms
151 fail, cost: 571 ms
152 fail, cost: 736 ms
153 fail, cost: 1144 ms
154 fail, cost: 634 ms
155 fail, cost: 546 ms
156 fail, cost: 578 ms
157 fail, cost: 786 ms
158 fail, cost: 1291 ms
159 fail, cost: 569 ms
160 fail, cost: 669 ms
161 fail, cost: 746 ms
162 fail, cost: 576 ms
163 fail, cost: 1143 ms
164 fail, cost: 657 ms
165 fail, cost: 730 ms
166 fail, cost: 628 ms
167 fail, cost: 458 ms
168 fail, cost: 1219 ms
