0 fail, cost: 519 ms
1 fail, cost: 770 ms
2 fail, cost: 810 ms
3 fail, cost: 1334 ms
4 fail, cost: 807 ms
5 fail, cost: 617 ms
6 fail, cost: 799 ms
7 fail, cost: 1386 ms
8 fail, cost: 662 ms
9 fail, cost: 733 ms
10 fail, cost: 838 ms
11 fail, cost: 584 ms
12 fail, cost: 1423 ms
13 fail, cost: 772 ms
14 fail, cost: 703 ms
15 fail, cost: 722 ms
16 fail, cost: 1487 ms
17 fail, cost: 754 ms
18 fail, cost: 707 ms
19 fail, cost: 821 ms
20 fail, cost: 1352 ms
21 fail, cost: 781 ms
22 fail, cost: 714 ms
23 fail, cost: 871 ms
24 fail, cost: 1514 ms
25 fail, cost: 645 ms
26 fail, cost: 718 ms
27 fail, cost: 858 ms
28 fail, cost: 1626 ms
29 fail, cost: 864 ms
30 fail, cost: 660 ms
31 fail, cost: 552 ms
32 fail, cost: 720 ms
33 fail, cost: 1431 ms
34 fail, cost: 740 ms
35 fail, cost: 736 ms
36 fail, cost: 689 ms
37 fail, cost: 1348 ms
38 fail, cost: 536 ms
39 fail, cost: 602 ms
40 fail, cost: 715 ms
41 fail, cost: 658 ms
42 fail, cost: 1329 ms
43 fail, cost: 809 ms
44 fail, cost: 586 ms
45 fail, cost: 777 ms
46 fail, cost: 1249 ms
47 fail, cost: 550 ms
48 fail, cost: 843 ms
49 fail, cost: 696 ms
50 fail, cost: 679 ms
51 fail, cost: 1241 ms
52 fail, cost: 842 ms
53 fail, cost: 694 ms
54 fail, cost: 847 ms
55 fail, cost: 1422 ms
56 fail, cost: 935 ms
57 fail, cost: 831 ms
58 fail, cost: 697 ms
59 fail, cost: 1278 ms
60 fail, cost: 610 ms
61 fail, cost: 460 ms
62 fail, cost: 616 ms
63 fail, cost: 581 ms
64 fail, cost: 1366 ms
65 fail, cost: 684 ms
66 fail, cost: 798 ms
67 fail, cost: 904 ms
68 fail, cost: 1385 ms
69 fail, cost: 618 ms
70 fail, cost: 715 ms
71 fail, cost: 766 ms
72 fail, cost: 1523 ms
73 fail, cost: 784 ms
74 fail, cost: 634 ms
75 fail, cost: 555 ms
76 fail, cost: 1178 ms
77 fail, cost: 514 ms
78 fail, cost: 553 ms
79 fail, cost: 574 ms
80 fail, cost: 918 ms
81 fail, cost: 1185 ms
82 fail, cost: 850 ms
83 fail, cost: 699 ms
84 fail, cost: 815 ms
85 fail, cost: 1246 ms
86 fail, cost: 946 ms
87 fail, cost: 539 ms
88 fail, cost: 695 ms
89 fail, cost: 507 ms
90 fail, cost: 1151 ms
91 fail, cost: 564 ms
92 fail, cost: 700 ms
93 fail, cost: 525 ms
94 fail, cost: 569 ms
95 fail, cost: 1076 ms
96 fail, cost: 880 ms
97 fail, cost: 554 ms
98 fail, cost: 953 ms
99 fail, cost: 1436 ms
100 fail, cost: 839 ms
101 fail, cost: 742 ms
102 fail, cost: 795 ms
103 fail, cost: 1325 ms
104 fail, cost: 804 ms
105 fail, cost: 652 ms
106 fail, cost: 864 ms
107 fail, cost: 1210 ms
108 fail, cost: 530 ms
109 fail, cost: 443 ms
110 fail, cost: 492 ms
111 fail, cost: 416 ms
112 fail, cost: 572 ms
113 fail, cost: 1108 ms
114 fail, cost: 665 ms
115 fail, cost: 541 ms
116 fail, cost: 496 ms
117 fail, cost: 529 ms
118 fail, cost: 1210 ms
119 fail, cost: 484 ms
120 fail, cost: 874 ms
121 fail, cost: 631 ms
122 fail, cost: 645 ms
123 fail, cost: 1320 ms
124 fail, cost: 858 ms
125 fail, cost: 604 ms
126 fail, cost: 726 ms
127 fail, cost: 1341 ms
128 fail, cost: 1112 ms
129 fail, cost: 1045 ms
130 fail, cost: 1644 ms
131 fail, cost: 922 ms
132 fail, cost: 951 ms
133 fail, cost: 768 ms
134 fail, cost: 1229 ms
135 fail, cost: 651 ms
136 fail, cost: 725 ms
137 fail, cost: 642 ms
138 fail, cost: 758 ms
139 fail, cost: 1198 ms
140 fail, cost: 700 ms
141 fail, cost: 761 ms
142 fail, cost: 648 ms
143 fail, cost: 1097 ms
144 fail, cost: 798 ms
145 fail, cost: 629 ms
146 fail, cost: 659 ms
147 fail, cost: 804 ms
148 fail, cost: 1505 ms
149 fail, cost: 715 ms
150 fail, cost: 897 ms
151 fail, cost: 1435 ms
152 fail, cost: 980 ms
153 fail, cost: 853 ms
154 fail, cost: 836 ms
155 fail, cost: 1440 ms
156 fail, cost: 976 ms
157 fail, cost: 956 ms
158 fail, cost: 812 ms
159 fail, cost: 1453 ms
160 fail, cost: 726 ms
161 fail, cost: 767 ms
162 fail, cost: 671 ms
163 fail, cost: 1260 ms
164 fail, cost: 672 ms
165 fail, cost: 646 ms
166 fail, cost: 541 ms
167 fail, cost: 592 ms
168 fail, cost: 1318 ms
169 fail, cost: 645 ms
170 fail, cost: 579 ms
171 fail, cost: 623 ms
172 fail, cost: 675 ms
173 fail, cost: 1286 ms
174 fail, cost: 515 ms
175 fail, cost: 508 ms
176 fail, cost: 774 ms
177 fail, cost: 580 ms
178 fail, cost: 1414 ms
179 fail, cost: 698 ms
180 fail, cost: 899 ms
181 fail, cost: 534 ms
182 fail, cost: 703 ms
183 fail, cost: 1366 ms
184 fail, cost: 780 ms
185 fail, cost: 847 ms
186 fail, cost: 811 ms
187 fail, cost: 1234 ms
188 fail, cost: 1050 ms
189 fail, cost: 782 ms
190 fail, cost: 896 ms
191 fail, cost: 1337 ms
192 fail, cost: 999 ms
193 fail, cost: 689 ms
194 fail, cost: 759 ms
195 fail, cost: 1350 ms
196 fail, cost: 604 ms
197 fail, cost: 521 ms
198 fail, cost: 550 ms
199 fail, cost: 454 ms
200 fail, cost: 1390 ms
201 fail, cost: 673 ms
202 fail, cost: 574 ms
203 fail, cost: 607 ms
204 fail, cost: 1498 ms
205 fail, cost: 499 ms
206 fail, cost: 577 ms
207 fail, cost: 452 ms
208 fail, cost: 714 ms
209 fail, cost: 1079 ms
210 fail, cost: 640 ms
211 fail, cost: 583 ms
212 fail, cost: 680 ms
213 fail, cost: 533 ms
214 fail, cost: 1075 ms
215 fail, cost: 539 ms
216 fail, cost: 656 ms
217 fail, cost: 625 ms
218 fail, cost: 559 ms
219 fail, cost: 1276 ms
220 fail, cost: 704 ms
221 fail, cost: 832 ms
222 fail, cost: 700 ms
223 fail, cost: 650 ms
224 fail, cost: 1496 ms
225 fail, cost: 652 ms
226 fail, cost: 702 ms
227 fail, cost: 638 ms
228 fail, cost: 1269 ms
229 fail, cost: 632 ms
230 fail, cost: 698 ms
231 fail, cost: 791 ms
232 fail, cost: 1460 ms
233 fail, cost: 863 ms
234 fail, cost: 698 ms
235 fail, cost: 576 ms
236 fail, cost: 633 ms
237 fail, cost: 1151 ms
238 fail, cost: 642 ms
239 fail, cost: 697 ms
240 fail, cost: 874 ms
241 fail, cost: 658 ms
242 fail, cost: 1147 ms
243 fail, cost: 421 ms
244 fail, cost: 608 ms
245 fail, cost: 544 ms
246 fail, cost: 445 ms
247 fail, cost: 391 ms
248 fail, cost: 1242 ms
249 fail, cost: 533 ms
250 fail, cost: 531 ms
251 fail, cost: 390 ms
252 fail, cost: 450 ms
253 fail, cost: 1100 ms
254 fail, cost: 594 ms
255 fail, cost: 428 ms
