0 fail, cost: 828 ms
1 fail, cost: 790 ms
2 fail, cost: 1624 ms
3 fail, cost: 756 ms
4 fail, cost: 847 ms
5 fail, cost: 960 ms
6 fail, cost: 1289 ms
7 fail, cost: 641 ms
8 fail, cost: 781 ms
9 fail, cost: 842 ms
10 fail, cost: 1310 ms
11 fail, cost: 760 ms
12 fail, cost: 875 ms
13 fail, cost: 698 ms
14 fail, cost: 643 ms
15 fail, cost: 1472 ms
16 fail, cost: 1082 ms
17 fail, cost: 635 ms
18 fail, cost: 1504 ms
19 fail, cost: 766 ms
20 fail, cost: 764 ms
21 fail, cost: 893 ms
22 fail, cost: 1360 ms
23 fail, cost: 598 ms
24 fail, cost: 1068 ms
25 fail, cost: 757 ms
26 fail, cost: 1364 ms
27 fail, cost: 779 ms
28 fail, cost: 622 ms
29 fail, cost: 602 ms
30 fail, cost: 676 ms
31 fail, cost: 1469 ms
32 fail, cost: 1056 ms
33 fail, cost: 702 ms
34 fail, cost: 1680 ms
35 fail, cost: 669 ms
36 fail, cost: 665 ms
37 fail, cost: 616 ms
38 fail, cost: 703 ms
39 fail, cost: 1584 ms
40 fail, cost: 866 ms
41 fail, cost: 726 ms
42 fail, cost: 1014 ms
43 fail, cost: 1244 ms
44 fail, cost: 824 ms
45 fail, cost: 641 ms
46 fail, cost: 709 ms
47 fail, cost: 1160 ms
48 fail, cost: 1216 ms
49 fail, cost: 816 ms
50 fail, cost: 877 ms
51 fail, cost: 1280 ms
52 fail, cost: 954 ms
53 fail, cost: 952 ms
54 fail, cost: 592 ms
55 fail, cost: 508 ms
56 fail, cost: 1264 ms
57 fail, cost: 532 ms
58 fail, cost: 621 ms
59 fail, cost: 483 ms
60 fail, cost: 623 ms
61 fail, cost: 1121 ms
62 fail, cost: 634 ms
63 fail, cost: 760 ms
64 fail, cost: 755 ms
65 fail, cost: 1798 ms
66 fail, cost: 893 ms
67 fail, cost: 857 ms
68 fail, cost: 695 ms
69 fail, cost: 1149 ms
70 fail, cost: 690 ms
71 fail, cost: 741 ms
72 fail, cost: 714 ms
73 fail, cost: 737 ms
74 fail, cost: 1403 ms
75 fail, cost: 657 ms
76 fail, cost: 933 ms
77 fail, cost: 738 ms
