0 fail, cost: 421 ms
1 fail, cost: 402 ms
2 fail, cost: 468 ms
3 fail, cost: 516 ms
4 fail, cost: 989 ms
5 fail, cost: 403 ms
6 fail, cost: 540 ms
7 fail, cost: 505 ms
8 fail, cost: 689 ms
9 fail, cost: 550 ms
10 fail, cost: 1023 ms
11 fail, cost: 345 ms
12 fail, cost: 405 ms
13 fail, cost: 498 ms
14 fail, cost: 601 ms
15 fail, cost: 365 ms
16 fail, cost: 1248 ms
17 fail, cost: 969 ms
18 fail, cost: 616 ms
19 fail, cost: 521 ms
20 fail, cost: 426 ms
21 fail, cost: 413 ms
22 fail, cost: 1116 ms
23 fail, cost: 389 ms
24 fail, cost: 746 ms
25 fail, cost: 656 ms
26 fail, cost: 600 ms
27 fail, cost: 1246 ms
28 fail, cost: 755 ms
29 fail, cost: 659 ms
30 fail, cost: 576 ms
31 fail, cost: 424 ms
32 fail, cost: 559 ms
33 fail, cost: 1172 ms
34 fail, cost: 586 ms
35 fail, cost: 538 ms
36 fail, cost: 667 ms
37 fail, cost: 469 ms
38 fail, cost: 1008 ms
39 fail, cost: 571 ms
40 fail, cost: 633 ms
41 fail, cost: 587 ms
42 fail, cost: 508 ms
43 fail, cost: 583 ms
44 fail, cost: 1249 ms
45 fail, cost: 460 ms
46 fail, cost: 560 ms
47 fail, cost: 509 ms
48 fail, cost: 670 ms
49 fail, cost: 684 ms
50 fail, cost: 1140 ms
51 fail, cost: 504 ms
52 fail, cost: 519 ms
53 fail, cost: 408 ms
54 fail, cost: 408 ms
55 fail, cost: 363 ms
56 fail, cost: 515 ms
57 fail, cost: 1165 ms
58 fail, cost: 498 ms
59 fail, cost: 400 ms
60 fail, cost: 447 ms
61 fail, cost: 365 ms
62 fail, cost: 467 ms
63 fail, cost: 415 ms
64 fail, cost: 1260 ms
65 fail, cost: 582 ms
66 fail, cost: 625 ms
67 fail, cost: 464 ms
68 fail, cost: 442 ms
69 fail, cost: 1050 ms
70 fail, cost: 446 ms
71 fail, cost: 450 ms
72 fail, cost: 663 ms
73 fail, cost: 591 ms
74 fail, cost: 1368 ms
75 fail, cost: 546 ms
76 fail, cost: 552 ms
77 fail, cost: 562 ms
78 fail, cost: 545 ms
79 fail, cost: 374 ms
80 fail, cost: 1261 ms
81 fail, cost: 585 ms
82 fail, cost: 616 ms
83 fail, cost: 646 ms
84 fail, cost: 428 ms
85 fail, cost: 452 ms
86 fail, cost: 957 ms
87 fail, cost: 478 ms
88 fail, cost: 874 ms
89 fail, cost: 610 ms
90 fail, cost: 847 ms
91 fail, cost: 1220 ms
92 fail, cost: 638 ms
93 fail, cost: 478 ms
94 fail, cost: 526 ms
95 fail, cost: 433 ms
96 fail, cost: 1234 ms
97 fail, cost: 537 ms
98 fail, cost: 625 ms
99 fail, cost: 551 ms
100 fail, cost: 565 ms
101 fail, cost: 554 ms
102 fail, cost: 1127 ms
103 fail, cost: 650 ms
104 fail, cost: 541 ms
105 fail, cost: 401 ms
106 fail, cost: 532 ms
107 fail, cost: 1199 ms
108 fail, cost: 618 ms
109 fail, cost: 498 ms
110 fail, cost: 428 ms
111 fail, cost: 415 ms
112 fail, cost: 743 ms
113 fail, cost: 1435 ms
114 fail, cost: 808 ms
115 fail, cost: 437 ms
116 fail, cost: 580 ms
117 fail, cost: 1178 ms
118 fail, cost: 547 ms
119 fail, cost: 415 ms
120 fail, cost: 598 ms
121 fail, cost: 590 ms
122 fail, cost: 522 ms
123 fail, cost: 901 ms
124 fail, cost: 337 ms
125 fail, cost: 322 ms
126 fail, cost: 325 ms
127 fail, cost: 305 ms
128 fail, cost: 880 ms
129 fail, cost: 544 ms
0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
130 success, cost: 215 ms
131 fail, cost: 1404 ms
