0 fail, cost: 513 ms
1 fail, cost: 656 ms
2 fail, cost: 705 ms
3 fail, cost: 1370 ms
4 fail, cost: 784 ms
5 fail, cost: 570 ms
6 fail, cost: 887 ms
7 fail, cost: 1129 ms
8 fail, cost: 650 ms
9 fail, cost: 850 ms
10 fail, cost: 962 ms
11 fail, cost: 1187 ms
12 fail, cost: 687 ms
13 fail, cost: 646 ms
14 fail, cost: 609 ms
15 fail, cost: 527 ms
16 fail, cost: 1606 ms
17 fail, cost: 881 ms
18 fail, cost: 712 ms
19 fail, cost: 700 ms
20 fail, cost: 1309 ms
21 fail, cost: 746 ms
22 fail, cost: 592 ms
23 fail, cost: 561 ms
24 fail, cost: 1246 ms
25 fail, cost: 686 ms
26 fail, cost: 623 ms
27 fail, cost: 677 ms
28 fail, cost: 593 ms
29 fail, cost: 1564 ms
30 fail, cost: 631 ms
31 fail, cost: 654 ms
32 fail, cost: 792 ms
33 fail, cost: 1409 ms
34 fail, cost: 775 ms
35 fail, cost: 998 ms
36 fail, cost: 1386 ms
37 fail, cost: 652 ms
38 fail, cost: 473 ms
39 fail, cost: 414 ms
40 fail, cost: 575 ms
41 fail, cost: 1441 ms
42 fail, cost: 790 ms
43 fail, cost: 670 ms
44 fail, cost: 648 ms
45 fail, cost: 638 ms
46 fail, cost: 1085 ms
47 fail, cost: 435 ms
48 fail, cost: 769 ms
49 fail, cost: 626 ms
50 fail, cost: 682 ms
51 fail, cost: 1200 ms
52 fail, cost: 601 ms
53 fail, cost: 587 ms
54 fail, cost: 612 ms
55 fail, cost: 1320 ms
56 fail, cost: 658 ms
57 fail, cost: 683 ms
58 fail, cost: 731 ms
59 fail, cost: 603 ms
60 fail, cost: 476 ms
61 fail, cost: 1090 ms
62 fail, cost: 471 ms
63 fail, cost: 490 ms
64 fail, cost: 701 ms
1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 
65 success, cost: 318 ms
66 fail, cost: 1372 ms
67 fail, cost: 674 ms
68 fail, cost: 808 ms
69 fail, cost: 1060 ms
70 fail, cost: 1145 ms
71 fail, cost: 443 ms
72 fail, cost: 688 ms
73 fail, cost: 634 ms
74 fail, cost: 585 ms
75 fail, cost: 1099 ms
76 fail, cost: 648 ms
77 fail, cost: 581 ms
78 fail, cost: 592 ms
79 fail, cost: 502 ms
80 fail, cost: 1351 ms
81 fail, cost: 742 ms
82 fail, cost: 791 ms
83 fail, cost: 972 ms
84 fail, cost: 1474 ms
85 fail, cost: 910 ms
86 fail, cost: 1157 ms
87 fail, cost: 1390 ms
88 fail, cost: 1284 ms
89 fail, cost: 623 ms
90 fail, cost: 563 ms
91 fail, cost: 524 ms
92 fail, cost: 1178 ms
93 fail, cost: 614 ms
94 fail, cost: 451 ms
95 fail, cost: 435 ms
96 fail, cost: 744 ms
97 fail, cost: 1233 ms
98 fail, cost: 720 ms
99 fail, cost: 615 ms
100 fail, cost: 766 ms
101 fail, cost: 1285 ms
102 fail, cost: 718 ms
103 fail, cost: 577 ms
104 fail, cost: 728 ms
105 fail, cost: 1409 ms
106 fail, cost: 669 ms
107 fail, cost: 617 ms
108 fail, cost: 678 ms
109 fail, cost: 726 ms
110 fail, cost: 1282 ms
111 fail, cost: 410 ms
112 fail, cost: 731 ms
113 fail, cost: 706 ms
114 fail, cost: 770 ms
115 fail, cost: 1241 ms
116 fail, cost: 630 ms
117 fail, cost: 488 ms
118 fail, cost: 521 ms
119 fail, cost: 529 ms
120 fail, cost: 1206 ms
121 fail, cost: 505 ms
122 fail, cost: 594 ms
123 fail, cost: 477 ms
124 fail, cost: 721 ms
125 fail, cost: 1210 ms
126 fail, cost: 567 ms
127 fail, cost: 597 ms
128 fail, cost: 944 ms
129 fail, cost: 1444 ms
130 fail, cost: 855 ms
131 fail, cost: 613 ms
132 fail, cost: 771 ms
133 fail, cost: 707 ms
134 fail, cost: 1159 ms
135 fail, cost: 799 ms
136 fail, cost: 778 ms
137 fail, cost: 725 ms
138 fail, cost: 1153 ms
139 fail, cost: 542 ms
140 fail, cost: 642 ms
141 fail, cost: 553 ms
142 fail, cost: 655 ms
143 fail, cost: 1069 ms
144 fail, cost: 826 ms
145 fail, cost: 710 ms
146 fail, cost: 721 ms
147 fail, cost: 1182 ms
148 fail, cost: 719 ms
149 fail, cost: 715 ms
150 fail, cost: 693 ms
151 fail, cost: 480 ms
152 fail, cost: 1431 ms
153 fail, cost: 638 ms
154 fail, cost: 688 ms
155 fail, cost: 620 ms
156 fail, cost: 1230 ms
157 fail, cost: 684 ms
158 fail, cost: 627 ms
159 fail, cost: 739 ms
160 fail, cost: 645 ms
161 fail, cost: 1411 ms
162 fail, cost: 710 ms
163 fail, cost: 731 ms
164 fail, cost: 739 ms
165 fail, cost: 611 ms
166 fail, cost: 1103 ms
167 fail, cost: 430 ms
168 fail, cost: 571 ms
169 fail, cost: 514 ms
170 fail, cost: 531 ms
171 fail, cost: 1132 ms
172 fail, cost: 586 ms
173 fail, cost: 497 ms
174 fail, cost: 538 ms
175 fail, cost: 429 ms
176 fail, cost: 1319 ms
177 fail, cost: 649 ms
178 fail, cost: 590 ms
179 fail, cost: 721 ms
180 fail, cost: 496 ms
181 fail, cost: 1111 ms
182 fail, cost: 649 ms
183 fail, cost: 477 ms
184 fail, cost: 686 ms
185 fail, cost: 531 ms
186 fail, cost: 1282 ms
187 fail, cost: 546 ms
188 fail, cost: 1045 ms
189 fail, cost: 669 ms
190 fail, cost: 491 ms
191 fail, cost: 1122 ms
192 fail, cost: 686 ms
193 fail, cost: 710 ms
194 fail, cost: 709 ms
195 fail, cost: 670 ms
196 fail, cost: 1419 ms
197 fail, cost: 774 ms
198 fail, cost: 795 ms
199 fail, cost: 1514 ms
200 fail, cost: 740 ms
201 fail, cost: 677 ms
202 fail, cost: 798 ms
203 fail, cost: 758 ms
204 fail, cost: 1339 ms
205 fail, cost: 555 ms
206 fail, cost: 587 ms
207 fail, cost: 610 ms
208 fail, cost: 1249 ms
209 fail, cost: 771 ms
210 fail, cost: 627 ms
211 fail, cost: 582 ms
212 fail, cost: 801 ms
213 fail, cost: 1260 ms
214 fail, cost: 452 ms
215 fail, cost: 428 ms
216 fail, cost: 608 ms
217 fail, cost: 472 ms
218 fail, cost: 479 ms
219 fail, cost: 1054 ms
220 fail, cost: 539 ms
221 fail, cost: 542 ms
222 fail, cost: 566 ms
223 fail, cost: 441 ms
224 fail, cost: 1345 ms
225 fail, cost: 658 ms
226 fail, cost: 629 ms
227 fail, cost: 673 ms
228 fail, cost: 1528 ms
229 fail, cost: 746 ms
230 fail, cost: 508 ms
231 fail, cost: 425 ms
232 fail, cost: 628 ms
233 fail, cost: 1202 ms
234 fail, cost: 561 ms
235 fail, cost: 528 ms
236 fail, cost: 652 ms
237 fail, cost: 569 ms
238 fail, cost: 525 ms
239 fail, cost: 1325 ms
240 fail, cost: 620 ms
241 fail, cost: 737 ms
242 fail, cost: 714 ms
243 fail, cost: 1356 ms
244 fail, cost: 1039 ms
245 fail, cost: 651 ms
246 fail, cost: 653 ms
247 fail, cost: 502 ms
248 fail, cost: 1379 ms
249 fail, cost: 1000 ms
250 fail, cost: 663 ms
251 fail, cost: 646 ms
252 fail, cost: 1180 ms
253 fail, cost: 435 ms
254 fail, cost: 418 ms
255 fail, cost: 326 ms
