0 fail, cost: 1052 ms
1 fail, cost: 630 ms
2 fail, cost: 1094 ms
3 fail, cost: 1246 ms
4 fail, cost: 923 ms
5 fail, cost: 717 ms
6 fail, cost: 1373 ms
7 fail, cost: 673 ms
8 fail, cost: 828 ms
9 fail, cost: 654 ms
10 fail, cost: 619 ms
11 fail, cost: 1499 ms
12 fail, cost: 674 ms
13 fail, cost: 676 ms
14 fail, cost: 680 ms
15 fail, cost: 1269 ms
16 fail, cost: 1206 ms
17 fail, cost: 701 ms
18 fail, cost: 566 ms
19 fail, cost: 1410 ms
20 fail, cost: 1157 ms
21 fail, cost: 693 ms
22 fail, cost: 744 ms
23 fail, cost: 1161 ms
24 fail, cost: 807 ms
25 fail, cost: 933 ms
26 fail, cost: 1641 ms
27 fail, cost: 825 ms
28 fail, cost: 875 ms
29 fail, cost: 746 ms
30 fail, cost: 1782 ms
31 fail, cost: 894 ms
32 fail, cost: 993 ms
33 fail, cost: 701 ms
34 fail, cost: 1295 ms
35 fail, cost: 557 ms
36 fail, cost: 640 ms
37 fail, cost: 683 ms
38 fail, cost: 1614 ms
39 fail, cost: 860 ms
40 fail, cost: 967 ms
41 fail, cost: 760 ms
42 fail, cost: 1433 ms
43 fail, cost: 602 ms
44 fail, cost: 795 ms
45 fail, cost: 619 ms
46 fail, cost: 565 ms
47 fail, cost: 1086 ms
48 fail, cost: 837 ms
49 fail, cost: 827 ms
50 fail, cost: 847 ms
51 fail, cost: 1622 ms
52 fail, cost: 959 ms
53 fail, cost: 709 ms
54 fail, cost: 1407 ms
55 fail, cost: 630 ms
56 fail, cost: 758 ms
57 fail, cost: 613 ms
58 fail, cost: 680 ms
59 fail, cost: 1162 ms
60 fail, cost: 731 ms
61 fail, cost: 721 ms
62 fail, cost: 974 ms
63 fail, cost: 1370 ms
64 fail, cost: 989 ms
65 fail, cost: 601 ms
66 fail, cost: 734 ms
67 fail, cost: 423 ms
68 fail, cost: 1153 ms
69 fail, cost: 530 ms
70 fail, cost: 536 ms
71 fail, cost: 491 ms
72 fail, cost: 517 ms
73 fail, cost: 1079 ms
74 fail, cost: 481 ms
75 fail, cost: 474 ms
76 fail, cost: 533 ms
77 fail, cost: 695 ms
78 fail, cost: 567 ms
79 fail, cost: 1154 ms
80 fail, cost: 584 ms
81 fail, cost: 525 ms
82 fail, cost: 520 ms
83 fail, cost: 708 ms
84 fail, cost: 1394 ms
85 fail, cost: 627 ms
86 fail, cost: 511 ms
87 fail, cost: 429 ms
88 fail, cost: 534 ms
89 fail, cost: 1099 ms
90 fail, cost: 467 ms
91 fail, cost: 509 ms
92 fail, cost: 499 ms
93 fail, cost: 451 ms
94 fail, cost: 555 ms
95 fail, cost: 1071 ms
96 fail, cost: 578 ms
97 fail, cost: 466 ms
98 fail, cost: 460 ms
99 fail, cost: 487 ms
100 fail, cost: 542 ms
101 fail, cost: 1326 ms
102 fail, cost: 577 ms
