0 fail, cost: 359 ms
1 fail, cost: 350 ms
2 fail, cost: 493 ms
3 fail, cost: 490 ms
4 fail, cost: 1502 ms
5 fail, cost: 988 ms
6 fail, cost: 753 ms
7 fail, cost: 543 ms
8 fail, cost: 1407 ms
9 fail, cost: 567 ms
10 fail, cost: 671 ms
11 fail, cost: 594 ms
12 fail, cost: 777 ms
13 fail, cost: 1159 ms
14 fail, cost: 671 ms
15 fail, cost: 545 ms
16 fail, cost: 618 ms
17 fail, cost: 1284 ms
18 fail, cost: 852 ms
19 fail, cost: 550 ms
20 fail, cost: 855 ms
21 fail, cost: 477 ms
22 fail, cost: 1494 ms
0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 
23 success, cost: 113 ms
24 fail, cost: 1109 ms
25 fail, cost: 472 ms
26 fail, cost: 610 ms
27 fail, cost: 1058 ms
28 fail, cost: 661 ms
29 fail, cost: 596 ms
30 fail, cost: 774 ms
31 fail, cost: 588 ms
32 fail, cost: 1511 ms
33 fail, cost: 509 ms
34 fail, cost: 475 ms
35 fail, cost: 395 ms
36 fail, cost: 513 ms
37 fail, cost: 1159 ms
38 fail, cost: 758 ms
39 fail, cost: 517 ms
40 fail, cost: 590 ms
41 fail, cost: 477 ms
42 fail, cost: 1042 ms
43 fail, cost: 371 ms
44 fail, cost: 424 ms
45 fail, cost: 386 ms
46 fail, cost: 394 ms
47 fail, cost: 335 ms
48 fail, cost: 513 ms
49 fail, cost: 1072 ms
50 fail, cost: 582 ms
51 fail, cost: 392 ms
52 fail, cost: 520 ms
53 fail, cost: 475 ms
54 fail, cost: 1140 ms
55 fail, cost: 317 ms
56 fail, cost: 468 ms
57 fail, cost: 355 ms
58 fail, cost: 469 ms
59 fail, cost: 260 ms
60 fail, cost: 425 ms
61 fail, cost: 405 ms
62 fail, cost: 975 ms
63 fail, cost: 321 ms
64 fail, cost: 824 ms
65 fail, cost: 577 ms
66 fail, cost: 652 ms
67 fail, cost: 1159 ms
68 fail, cost: 708 ms
69 fail, cost: 544 ms
70 fail, cost: 784 ms
71 fail, cost: 526 ms
72 fail, cost: 1254 ms
73 fail, cost: 558 ms
74 fail, cost: 726 ms
75 fail, cost: 487 ms
76 fail, cost: 630 ms
77 fail, cost: 1213 ms
78 fail, cost: 999 ms
79 fail, cost: 799 ms
80 fail, cost: 781 ms
81 fail, cost: 1357 ms
82 fail, cost: 815 ms
83 fail, cost: 581 ms
84 fail, cost: 730 ms
85 fail, cost: 1107 ms
86 fail, cost: 611 ms
87 fail, cost: 535 ms
88 fail, cost: 733 ms
89 fail, cost: 462 ms
90 fail, cost: 1252 ms
91 fail, cost: 623 ms
92 fail, cost: 700 ms
93 fail, cost: 504 ms
94 fail, cost: 852 ms
95 fail, cost: 1337 ms
96 fail, cost: 956 ms
97 fail, cost: 469 ms
98 fail, cost: 702 ms
99 fail, cost: 1093 ms
100 fail, cost: 652 ms
101 fail, cost: 520 ms
102 fail, cost: 563 ms
103 fail, cost: 355 ms
104 fail, cost: 528 ms
105 fail, cost: 957 ms
106 fail, cost: 415 ms
107 fail, cost: 295 ms
108 fail, cost: 506 ms
109 fail, cost: 339 ms
110 fail, cost: 415 ms
111 fail, cost: 372 ms
112 fail, cost: 430 ms
113 fail, cost: 953 ms
114 fail, cost: 417 ms
115 fail, cost: 349 ms
116 fail, cost: 418 ms
117 fail, cost: 379 ms
118 fail, cost: 529 ms
119 fail, cost: 393 ms
120 fail, cost: 1104 ms
121 fail, cost: 420 ms
122 fail, cost: 467 ms
123 fail, cost: 307 ms
124 fail, cost: 495 ms
125 fail, cost: 391 ms
126 fail, cost: 394 ms
127 fail, cost: 1260 ms
128 fail, cost: 838 ms
129 fail, cost: 497 ms
130 fail, cost: 816 ms
131 fail, cost: 1427 ms
132 fail, cost: 834 ms
133 fail, cost: 660 ms
134 fail, cost: 604 ms
135 fail, cost: 1188 ms
136 fail, cost: 674 ms
137 fail, cost: 478 ms
138 fail, cost: 638 ms
139 fail, cost: 639 ms
140 fail, cost: 1332 ms
141 fail, cost: 520 ms
142 fail, cost: 644 ms
143 fail, cost: 655 ms
144 fail, cost: 720 ms
145 fail, cost: 1178 ms
146 fail, cost: 688 ms
147 fail, cost: 489 ms
148 fail, cost: 669 ms
149 fail, cost: 594 ms
150 fail, cost: 1532 ms
151 fail, cost: 680 ms
152 fail, cost: 844 ms
153 fail, cost: 585 ms
154 fail, cost: 1347 ms
155 fail, cost: 578 ms
156 fail, cost: 735 ms
157 fail, cost: 421 ms
158 fail, cost: 610 ms
159 fail, cost: 1050 ms
160 fail, cost: 508 ms
161 fail, cost: 378 ms
162 fail, cost: 506 ms
163 fail, cost: 360 ms
164 fail, cost: 527 ms
165 fail, cost: 1010 ms
166 fail, cost: 450 ms
167 fail, cost: 404 ms
168 fail, cost: 517 ms
169 fail, cost: 384 ms
170 fail, cost: 454 ms
171 fail, cost: 388 ms
172 fail, cost: 994 ms
173 fail, cost: 379 ms
174 fail, cost: 441 ms
175 fail, cost: 305 ms
176 fail, cost: 536 ms
177 fail, cost: 400 ms
178 fail, cost: 525 ms
179 fail, cost: 979 ms
180 fail, cost: 563 ms
181 fail, cost: 483 ms
182 fail, cost: 729 ms
183 fail, cost: 461 ms
184 fail, cost: 1099 ms
185 fail, cost: 463 ms
186 fail, cost: 463 ms
187 fail, cost: 323 ms
188 fail, cost: 489 ms
189 fail, cost: 404 ms
190 fail, cost: 385 ms
191 fail, cost: 355 ms
192 fail, cost: 1348 ms
193 fail, cost: 654 ms
194 fail, cost: 777 ms
195 fail, cost: 822 ms
196 fail, cost: 1457 ms
197 fail, cost: 555 ms
198 fail, cost: 564 ms
199 fail, cost: 482 ms
200 fail, cost: 779 ms
201 fail, cost: 1057 ms
202 fail, cost: 628 ms
203 fail, cost: 627 ms
204 fail, cost: 730 ms
205 fail, cost: 1111 ms
206 fail, cost: 627 ms
207 fail, cost: 601 ms
208 fail, cost: 810 ms
209 fail, cost: 1275 ms
210 fail, cost: 677 ms
211 fail, cost: 572 ms
212 fail, cost: 718 ms
213 fail, cost: 443 ms
214 fail, cost: 1273 ms
215 fail, cost: 678 ms
216 fail, cost: 776 ms
217 fail, cost: 546 ms
218 fail, cost: 811 ms
219 fail, cost: 1189 ms
220 fail, cost: 680 ms
221 fail, cost: 744 ms
222 fail, cost: 739 ms
223 fail, cost: 1357 ms
224 fail, cost: 692 ms
225 fail, cost: 583 ms
226 fail, cost: 544 ms
227 fail, cost: 461 ms
228 fail, cost: 572 ms
229 fail, cost: 1012 ms
230 fail, cost: 465 ms
231 fail, cost: 472 ms
232 fail, cost: 493 ms
233 fail, cost: 373 ms
234 fail, cost: 434 ms
235 fail, cost: 333 ms
236 fail, cost: 1156 ms
237 fail, cost: 364 ms
238 fail, cost: 459 ms
239 fail, cost: 286 ms
240 fail, cost: 424 ms
241 fail, cost: 413 ms
242 fail, cost: 367 ms
243 fail, cost: 954 ms
244 fail, cost: 418 ms
245 fail, cost: 347 ms
246 fail, cost: 455 ms
247 fail, cost: 299 ms
248 fail, cost: 431 ms
249 fail, cost: 411 ms
250 fail, cost: 360 ms
251 fail, cost: 898 ms
252 fail, cost: 406 ms
253 fail, cost: 281 ms
254 fail, cost: 382 ms
255 fail, cost: 261 ms
