0 fail, cost: 821 ms
1 fail, cost: 999 ms
2 fail, cost: 1835 ms
3 fail, cost: 1333 ms
4 fail, cost: 1321 ms
5 fail, cost: 1430 ms
6 fail, cost: 813 ms
7 fail, cost: 1037 ms
8 fail, cost: 705 ms
9 fail, cost: 1503 ms
10 fail, cost: 1149 ms
11 fail, cost: 683 ms
12 fail, cost: 1442 ms
13 fail, cost: 636 ms
14 fail, cost: 675 ms
15 fail, cost: 563 ms
16 fail, cost: 649 ms
17 fail, cost: 1145 ms
18 fail, cost: 609 ms
19 fail, cost: 1404 ms
20 fail, cost: 899 ms
21 fail, cost: 1406 ms
22 fail, cost: 1225 ms
23 fail, cost: 1107 ms
24 fail, cost: 1652 ms
25 fail, cost: 701 ms
26 fail, cost: 784 ms
27 fail, cost: 644 ms
28 fail, cost: 1261 ms
29 fail, cost: 1038 ms
30 fail, cost: 1026 ms
31 fail, cost: 756 ms
32 fail, cost: 1344 ms
33 fail, cost: 611 ms
34 fail, cost: 653 ms
35 fail, cost: 540 ms
36 fail, cost: 767 ms
37 fail, cost: 1484 ms
38 fail, cost: 748 ms
39 fail, cost: 641 ms
40 fail, cost: 710 ms
41 fail, cost: 1312 ms
42 fail, cost: 845 ms
43 fail, cost: 658 ms
44 fail, cost: 697 ms
45 fail, cost: 660 ms
46 fail, cost: 1199 ms
47 fail, cost: 818 ms
48 fail, cost: 525 ms
49 fail, cost: 451 ms
50 fail, cost: 623 ms
51 fail, cost: 1107 ms
52 fail, cost: 543 ms
53 fail, cost: 484 ms
54 fail, cost: 635 ms
55 fail, cost: 573 ms
56 fail, cost: 1408 ms
57 fail, cost: 707 ms
58 fail, cost: 799 ms
59 fail, cost: 567 ms
60 fail, cost: 735 ms
61 fail, cost: 1297 ms
62 fail, cost: 900 ms
63 fail, cost: 823 ms
64 fail, cost: 884 ms
65 fail, cost: 1542 ms
66 fail, cost: 918 ms
67 fail, cost: 937 ms
68 fail, cost: 1558 ms
69 fail, cost: 749 ms
70 fail, cost: 721 ms
71 fail, cost: 649 ms
72 fail, cost: 789 ms
73 fail, cost: 1291 ms
74 fail, cost: 710 ms
75 fail, cost: 735 ms
76 fail, cost: 1080 ms
77 fail, cost: 1327 ms
78 fail, cost: 720 ms
79 fail, cost: 665 ms
80 fail, cost: 852 ms
81 fail, cost: 1464 ms
82 fail, cost: 821 ms
83 fail, cost: 897 ms
84 fail, cost: 1605 ms
85 fail, cost: 768 ms
86 fail, cost: 1190 ms
87 fail, cost: 619 ms
88 fail, cost: 746 ms
89 fail, cost: 1133 ms
90 fail, cost: 665 ms
91 fail, cost: 589 ms
92 fail, cost: 775 ms
93 fail, cost: 1453 ms
94 fail, cost: 1196 ms
95 fail, cost: 846 ms
96 fail, cost: 917 ms
97 fail, cost: 1364 ms
98 fail, cost: 656 ms
99 fail, cost: 584 ms
100 fail, cost: 878 ms
101 fail, cost: 1522 ms
102 fail, cost: 739 ms
103 fail, cost: 671 ms
104 fail, cost: 751 ms
105 fail, cost: 659 ms
106 fail, cost: 1318 ms
107 fail, cost: 608 ms
108 fail, cost: 734 ms
109 fail, cost: 530 ms
110 fail, cost: 1315 ms
111 fail, cost: 760 ms
112 fail, cost: 1022 ms
113 fail, cost: 1026 ms
114 fail, cost: 1591 ms
115 fail, cost: 979 ms
116 fail, cost: 674 ms
117 fail, cost: 661 ms
118 fail, cost: 1373 ms
119 fail, cost: 749 ms
120 fail, cost: 907 ms
121 fail, cost: 547 ms
122 fail, cost: 819 ms
123 fail, cost: 1380 ms
124 fail, cost: 582 ms
125 fail, cost: 572 ms
126 fail, cost: 606 ms
127 fail, cost: 466 ms
128 fail, cost: 1415 ms
129 fail, cost: 656 ms
130 fail, cost: 774 ms
131 fail, cost: 618 ms
132 fail, cost: 1391 ms
133 fail, cost: 697 ms
134 fail, cost: 865 ms
