0 fail, cost: 590 ms
1 fail, cost: 635 ms
2 fail, cost: 622 ms
3 fail, cost: 1195 ms
4 fail, cost: 587 ms
5 fail, cost: 525 ms
6 fail, cost: 459 ms
7 fail, cost: 557 ms
8 fail, cost: 542 ms
9 fail, cost: 1063 ms
10 fail, cost: 584 ms
11 fail, cost: 519 ms
12 fail, cost: 632 ms
13 fail, cost: 435 ms
14 fail, cost: 1384 ms
15 fail, cost: 613 ms
16 fail, cost: 581 ms
17 fail, cost: 486 ms
18 fail, cost: 1143 ms
19 fail, cost: 555 ms
20 fail, cost: 575 ms
21 fail, cost: 509 ms
22 fail, cost: 463 ms
23 fail, cost: 447 ms
24 fail, cost: 1194 ms
25 fail, cost: 902 ms
26 fail, cost: 774 ms
27 fail, cost: 494 ms
28 fail, cost: 1078 ms
29 fail, cost: 611 ms
30 fail, cost: 563 ms
31 fail, cost: 471 ms
32 fail, cost: 619 ms
33 fail, cost: 1202 ms
34 fail, cost: 703 ms
35 fail, cost: 447 ms
36 fail, cost: 524 ms
37 fail, cost: 485 ms
38 fail, cost: 424 ms
39 fail, cost: 1234 ms
40 fail, cost: 721 ms
41 fail, cost: 687 ms
42 fail, cost: 692 ms
43 fail, cost: 1134 ms
44 fail, cost: 472 ms
45 fail, cost: 392 ms
46 fail, cost: 499 ms
47 fail, cost: 400 ms
48 fail, cost: 650 ms
49 fail, cost: 1345 ms
50 fail, cost: 703 ms
51 fail, cost: 620 ms
52 fail, cost: 838 ms
53 fail, cost: 1125 ms
54 fail, cost: 459 ms
55 fail, cost: 436 ms
56 fail, cost: 765 ms
57 fail, cost: 524 ms
58 fail, cost: 528 ms
59 fail, cost: 992 ms
60 fail, cost: 586 ms
61 fail, cost: 562 ms
62 fail, cost: 677 ms
63 fail, cost: 563 ms
64 fail, cost: 1257 ms
65 fail, cost: 465 ms
66 fail, cost: 676 ms
67 fail, cost: 361 ms
68 fail, cost: 481 ms
69 fail, cost: 490 ms
70 fail, cost: 488 ms
71 fail, cost: 1034 ms
72 fail, cost: 617 ms
73 fail, cost: 592 ms
74 fail, cost: 511 ms
75 fail, cost: 448 ms
76 fail, cost: 1100 ms
77 fail, cost: 513 ms
78 fail, cost: 703 ms
79 fail, cost: 679 ms
80 fail, cost: 813 ms
81 fail, cost: 443 ms
82 fail, cost: 1251 ms
83 fail, cost: 638 ms
84 fail, cost: 458 ms
85 fail, cost: 393 ms
86 fail, cost: 416 ms
87 fail, cost: 421 ms
88 fail, cost: 1100 ms
89 fail, cost: 546 ms
90 fail, cost: 473 ms
91 fail, cost: 508 ms
92 fail, cost: 778 ms
93 fail, cost: 997 ms
94 fail, cost: 454 ms
95 fail, cost: 377 ms
96 fail, cost: 656 ms
97 fail, cost: 526 ms
98 fail, cost: 1205 ms
99 fail, cost: 509 ms
100 fail, cost: 562 ms
101 fail, cost: 653 ms
102 fail, cost: 462 ms
103 fail, cost: 1188 ms
104 fail, cost: 375 ms
105 fail, cost: 346 ms
106 fail, cost: 376 ms
107 fail, cost: 409 ms
108 fail, cost: 480 ms
109 fail, cost: 425 ms
110 fail, cost: 430 ms
111 fail, cost: 1004 ms
112 fail, cost: 607 ms
113 fail, cost: 589 ms
114 fail, cost: 539 ms
115 fail, cost: 644 ms
116 fail, cost: 1094 ms
117 fail, cost: 483 ms
118 fail, cost: 470 ms
119 fail, cost: 400 ms
120 fail, cost: 745 ms
121 fail, cost: 474 ms
122 fail, cost: 1192 ms
123 fail, cost: 679 ms
124 fail, cost: 824 ms
125 fail, cost: 719 ms
126 fail, cost: 1189 ms
127 fail, cost: 548 ms
128 fail, cost: 687 ms
129 fail, cost: 642 ms
130 fail, cost: 810 ms
131 fail, cost: 1231 ms
132 fail, cost: 556 ms
133 fail, cost: 381 ms
134 fail, cost: 463 ms
135 fail, cost: 399 ms
136 fail, cost: 534 ms
137 fail, cost: 1063 ms
138 fail, cost: 492 ms
139 fail, cost: 477 ms
140 fail, cost: 463 ms
141 fail, cost: 424 ms
142 fail, cost: 1003 ms
143 fail, cost: 404 ms
144 fail, cost: 637 ms
145 fail, cost: 573 ms
146 fail, cost: 705 ms
147 fail, cost: 474 ms
148 fail, cost: 1227 ms
149 fail, cost: 515 ms
150 fail, cost: 477 ms
151 fail, cost: 407 ms
152 fail, cost: 630 ms
153 fail, cost: 1221 ms
154 fail, cost: 677 ms
155 fail, cost: 607 ms
156 fail, cost: 776 ms
157 fail, cost: 545 ms
158 fail, cost: 1235 ms
159 fail, cost: 424 ms
160 fail, cost: 755 ms
161 fail, cost: 601 ms
162 fail, cost: 572 ms
163 fail, cost: 1124 ms
164 fail, cost: 581 ms
165 fail, cost: 612 ms
166 fail, cost: 500 ms
167 fail, cost: 450 ms
168 fail, cost: 1095 ms
169 fail, cost: 536 ms
170 fail, cost: 479 ms
171 fail, cost: 451 ms
172 fail, cost: 440 ms
173 fail, cost: 964 ms
