0 fail, cost: 352 ms
1 fail, cost: 411 ms
2 fail, cost: 469 ms
3 fail, cost: 397 ms
4 fail, cost: 470 ms
5 fail, cost: 901 ms
6 fail, cost: 428 ms
7 fail, cost: 303 ms
8 fail, cost: 622 ms
9 fail, cost: 461 ms
10 fail, cost: 513 ms
11 fail, cost: 1023 ms
12 fail, cost: 376 ms
13 fail, cost: 280 ms
14 fail, cost: 384 ms
15 fail, cost: 273 ms
16 fail, cost: 936 ms
17 fail, cost: 453 ms
18 fail, cost: 1321 ms
19 fail, cost: 516 ms
0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 
20 success, cost: 385 ms
21 fail, cost: 391 ms
22 fail, cost: 384 ms
23 fail, cost: 310 ms
24 fail, cost: 1176 ms
25 fail, cost: 507 ms
26 fail, cost: 689 ms
27 fail, cost: 540 ms
28 fail, cost: 489 ms
29 fail, cost: 294 ms
30 fail, cost: 333 ms
31 fail, cost: 863 ms
32 fail, cost: 741 ms
33 fail, cost: 557 ms
34 fail, cost: 905 ms
35 fail, cost: 452 ms
36 fail, cost: 1035 ms
37 fail, cost: 320 ms
38 fail, cost: 398 ms
39 fail, cost: 351 ms
40 fail, cost: 568 ms
41 fail, cost: 468 ms
42 fail, cost: 483 ms
43 fail, cost: 1285 ms
44 fail, cost: 307 ms
45 fail, cost: 288 ms
46 fail, cost: 354 ms
47 fail, cost: 225 ms
48 fail, cost: 806 ms
49 fail, cost: 1414 ms
50 fail, cost: 771 ms
51 fail, cost: 683 ms
52 fail, cost: 641 ms
53 fail, cost: 458 ms
54 fail, cost: 998 ms
55 fail, cost: 346 ms
56 fail, cost: 587 ms
57 fail, cost: 627 ms
58 fail, cost: 581 ms
59 fail, cost: 1306 ms
60 fail, cost: 552 ms
61 fail, cost: 301 ms
62 fail, cost: 420 ms
63 fail, cost: 301 ms
64 fail, cost: 508 ms
65 fail, cost: 597 ms
66 fail, cost: 1174 ms
67 fail, cost: 550 ms
68 fail, cost: 381 ms
69 fail, cost: 354 ms
70 fail, cost: 311 ms
71 fail, cost: 313 ms
72 fail, cost: 529 ms
73 fail, cost: 1028 ms
74 fail, cost: 528 ms
75 fail, cost: 438 ms
76 fail, cost: 424 ms
77 fail, cost: 329 ms
78 fail, cost: 352 ms
79 fail, cost: 268 ms
80 fail, cost: 1403 ms
81 fail, cost: 666 ms
82 fail, cost: 801 ms
83 fail, cost: 306 ms
84 fail, cost: 375 ms
85 fail, cost: 340 ms
86 fail, cost: 850 ms
87 fail, cost: 247 ms
88 fail, cost: 561 ms
89 fail, cost: 490 ms
90 fail, cost: 432 ms
91 fail, cost: 284 ms
92 fail, cost: 406 ms
93 fail, cost: 321 ms
94 fail, cost: 911 ms
95 fail, cost: 300 ms
96 fail, cost: 675 ms
97 fail, cost: 802 ms
98 fail, cost: 480 ms
99 fail, cost: 1242 ms
100 fail, cost: 497 ms
101 fail, cost: 514 ms
102 fail, cost: 404 ms
103 fail, cost: 474 ms
104 fail, cost: 514 ms
105 fail, cost: 495 ms
106 fail, cost: 1158 ms
107 fail, cost: 473 ms
108 fail, cost: 377 ms
109 fail, cost: 283 ms
110 fail, cost: 380 ms
111 fail, cost: 261 ms
112 fail, cost: 1447 ms
113 fail, cost: 649 ms
114 fail, cost: 680 ms
