0 fail, cost: 511 ms
1 fail, cost: 491 ms
2 fail, cost: 542 ms
3 fail, cost: 566 ms
4 fail, cost: 1218 ms
5 fail, cost: 711 ms
6 fail, cost: 615 ms
7 fail, cost: 640 ms
8 fail, cost: 1267 ms
9 fail, cost: 800 ms
10 fail, cost: 1178 ms
11 fail, cost: 769 ms
12 fail, cost: 1527 ms
13 fail, cost: 752 ms
14 fail, cost: 988 ms
15 fail, cost: 589 ms
16 fail, cost: 1446 ms
17 fail, cost: 575 ms
18 fail, cost: 641 ms
19 fail, cost: 574 ms
20 fail, cost: 597 ms
21 fail, cost: 1413 ms
22 fail, cost: 672 ms
23 fail, cost: 598 ms
24 fail, cost: 656 ms
25 fail, cost: 1201 ms
26 fail, cost: 570 ms
27 fail, cost: 663 ms
28 fail, cost: 583 ms
29 fail, cost: 736 ms
30 fail, cost: 1647 ms
31 fail, cost: 512 ms
32 fail, cost: 636 ms
33 fail, cost: 369 ms
34 fail, cost: 420 ms
35 fail, cost: 292 ms
36 fail, cost: 1086 ms
37 fail, cost: 388 ms
38 fail, cost: 370 ms
39 fail, cost: 324 ms
40 fail, cost: 608 ms
41 fail, cost: 442 ms
42 fail, cost: 528 ms
43 fail, cost: 1127 ms
44 fail, cost: 520 ms
45 fail, cost: 471 ms
46 fail, cost: 492 ms
47 fail, cost: 436 ms
48 fail, cost: 486 ms
49 fail, cost: 1060 ms
50 fail, cost: 346 ms
51 fail, cost: 418 ms
52 fail, cost: 454 ms
53 fail, cost: 422 ms
54 fail, cost: 433 ms
55 fail, cost: 451 ms
56 fail, cost: 452 ms
57 fail, cost: 1041 ms
58 fail, cost: 494 ms
59 fail, cost: 387 ms
60 fail, cost: 545 ms
61 fail, cost: 493 ms
62 fail, cost: 453 ms
63 fail, cost: 1106 ms
64 fail, cost: 721 ms
65 fail, cost: 906 ms
66 fail, cost: 763 ms
67 fail, cost: 1393 ms
68 fail, cost: 704 ms
69 fail, cost: 790 ms
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 
70 success, cost: 140 ms
71 fail, cost: 755 ms
72 fail, cost: 1376 ms
73 fail, cost: 774 ms
74 fail, cost: 747 ms
75 fail, cost: 633 ms
76 fail, cost: 1396 ms
77 fail, cost: 893 ms
78 fail, cost: 807 ms
79 fail, cost: 693 ms
80 fail, cost: 1411 ms
81 fail, cost: 746 ms
82 fail, cost: 848 ms
83 fail, cost: 830 ms
84 fail, cost: 1365 ms
85 fail, cost: 792 ms
86 fail, cost: 764 ms
87 fail, cost: 657 ms
88 fail, cost: 1376 ms
89 fail, cost: 654 ms
90 fail, cost: 625 ms
91 fail, cost: 773 ms
92 fail, cost: 843 ms
93 fail, cost: 1664 ms
94 fail, cost: 662 ms
95 fail, cost: 587 ms
0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
96 success, cost: 248 ms
97 fail, cost: 402 ms
98 fail, cost: 397 ms
99 fail, cost: 1079 ms
100 fail, cost: 437 ms
101 fail, cost: 548 ms
102 fail, cost: 437 ms
103 fail, cost: 388 ms
104 fail, cost: 438 ms
105 fail, cost: 408 ms
106 fail, cost: 1058 ms
107 fail, cost: 390 ms
108 fail, cost: 406 ms
109 fail, cost: 449 ms
110 fail, cost: 457 ms
111 fail, cost: 538 ms
112 fail, cost: 386 ms
113 fail, cost: 971 ms
114 fail, cost: 361 ms
115 fail, cost: 344 ms
116 fail, cost: 447 ms
117 fail, cost: 338 ms
118 fail, cost: 499 ms
119 fail, cost: 410 ms
120 fail, cost: 457 ms
121 fail, cost: 1140 ms
122 fail, cost: 406 ms
123 fail, cost: 467 ms
124 fail, cost: 566 ms
125 fail, cost: 474 ms
126 fail, cost: 517 ms
127 fail, cost: 441 ms
128 fail, cost: 1403 ms
129 fail, cost: 644 ms
130 fail, cost: 715 ms
131 fail, cost: 708 ms
132 fail, cost: 704 ms
133 fail, cost: 1340 ms
134 fail, cost: 526 ms
135 fail, cost: 531 ms
136 fail, cost: 585 ms
137 fail, cost: 549 ms
138 fail, cost: 1179 ms
139 fail, cost: 619 ms
140 fail, cost: 533 ms
141 fail, cost: 529 ms
142 fail, cost: 574 ms
143 fail, cost: 1147 ms
144 fail, cost: 570 ms
145 fail, cost: 520 ms
146 fail, cost: 605 ms
147 fail, cost: 551 ms
148 fail, cost: 1236 ms
149 fail, cost: 920 ms
150 fail, cost: 914 ms
151 fail, cost: 757 ms
152 fail, cost: 1442 ms
153 fail, cost: 716 ms
154 fail, cost: 780 ms
155 fail, cost: 789 ms
156 fail, cost: 1574 ms
157 fail, cost: 856 ms
158 fail, cost: 904 ms
159 fail, cost: 522 ms
160 fail, cost: 1252 ms
161 fail, cost: 536 ms
162 fail, cost: 586 ms
163 fail, cost: 554 ms
164 fail, cost: 584 ms
165 fail, cost: 1044 ms
166 fail, cost: 519 ms
167 fail, cost: 372 ms
168 fail, cost: 604 ms
169 fail, cost: 402 ms
170 fail, cost: 467 ms
171 fail, cost: 964 ms
172 fail, cost: 562 ms
173 fail, cost: 400 ms
174 fail, cost: 494 ms
175 fail, cost: 458 ms
176 fail, cost: 732 ms
177 fail, cost: 1132 ms
178 fail, cost: 535 ms
179 fail, cost: 570 ms
180 fail, cost: 569 ms
181 fail, cost: 697 ms
182 fail, cost: 1283 ms
183 fail, cost: 424 ms
184 fail, cost: 521 ms
185 fail, cost: 564 ms
186 fail, cost: 547 ms
187 fail, cost: 737 ms
188 fail, cost: 1545 ms
189 fail, cost: 673 ms
190 fail, cost: 920 ms
191 fail, cost: 666 ms
192 fail, cost: 1359 ms
193 fail, cost: 773 ms
194 fail, cost: 805 ms
195 fail, cost: 729 ms
196 fail, cost: 1410 ms
197 fail, cost: 744 ms
198 fail, cost: 693 ms
199 fail, cost: 721 ms
200 fail, cost: 1523 ms
201 fail, cost: 834 ms
202 fail, cost: 681 ms
203 fail, cost: 609 ms
204 fail, cost: 1269 ms
205 fail, cost: 664 ms
206 fail, cost: 516 ms
207 fail, cost: 484 ms
208 fail, cost: 675 ms
209 fail, cost: 1173 ms
210 fail, cost: 730 ms
211 fail, cost: 908 ms
212 fail, cost: 1043 ms
213 fail, cost: 1495 ms
214 fail, cost: 790 ms
215 fail, cost: 560 ms
216 fail, cost: 627 ms
217 fail, cost: 801 ms
218 fail, cost: 1425 ms
219 fail, cost: 525 ms
220 fail, cost: 739 ms
221 fail, cost: 489 ms
0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 
222 success, cost: 246 ms
223 fail, cost: 663 ms
224 fail, cost: 1487 ms
225 fail, cost: 432 ms
226 fail, cost: 409 ms
227 fail, cost: 364 ms
228 fail, cost: 462 ms
229 fail, cost: 607 ms
230 fail, cost: 1194 ms
231 fail, cost: 697 ms
232 fail, cost: 630 ms
233 fail, cost: 529 ms
234 fail, cost: 432 ms
235 fail, cost: 329 ms
236 fail, cost: 1071 ms
237 fail, cost: 416 ms
238 fail, cost: 310 ms
239 fail, cost: 345 ms
240 fail, cost: 486 ms
241 fail, cost: 385 ms
242 fail, cost: 360 ms
243 fail, cost: 379 ms
244 fail, cost: 530 ms
245 fail, cost: 958 ms
246 fail, cost: 377 ms
247 fail, cost: 322 ms
248 fail, cost: 447 ms
249 fail, cost: 526 ms
250 fail, cost: 414 ms
251 fail, cost: 436 ms
252 fail, cost: 477 ms
253 fail, cost: 1029 ms
254 fail, cost: 423 ms
255 fail, cost: 360 ms
