0 fail, cost: 755 ms
1 fail, cost: 520 ms
2 fail, cost: 610 ms
3 fail, cost: 1230 ms
4 fail, cost: 836 ms
5 fail, cost: 637 ms
6 fail, cost: 754 ms
7 fail, cost: 703 ms
8 fail, cost: 1327 ms
9 fail, cost: 754 ms
10 fail, cost: 891 ms
11 fail, cost: 622 ms
12 fail, cost: 1401 ms
13 fail, cost: 710 ms
14 fail, cost: 734 ms
15 fail, cost: 609 ms
16 fail, cost: 679 ms
17 fail, cost: 1288 ms
18 fail, cost: 752 ms
19 fail, cost: 649 ms
20 fail, cost: 672 ms
21 fail, cost: 1420 ms
22 fail, cost: 754 ms
23 fail, cost: 602 ms
24 fail, cost: 853 ms
25 fail, cost: 601 ms
26 fail, cost: 1250 ms
27 fail, cost: 636 ms
28 fail, cost: 759 ms
29 fail, cost: 626 ms
30 fail, cost: 1383 ms
31 fail, cost: 568 ms
32 fail, cost: 619 ms
33 fail, cost: 603 ms
34 fail, cost: 577 ms
35 fail, cost: 1258 ms
36 fail, cost: 717 ms
37 fail, cost: 661 ms
38 fail, cost: 615 ms
39 fail, cost: 624 ms
40 fail, cost: 1167 ms
41 fail, cost: 543 ms
42 fail, cost: 576 ms
43 fail, cost: 503 ms
44 fail, cost: 627 ms
45 fail, cost: 1637 ms
46 fail, cost: 779 ms
47 fail, cost: 768 ms
48 fail, cost: 738 ms
49 fail, cost: 1140 ms
50 fail, cost: 546 ms
51 fail, cost: 378 ms
52 fail, cost: 992 ms
53 fail, cost: 618 ms
54 fail, cost: 1012 ms
55 fail, cost: 461 ms
56 fail, cost: 529 ms
57 fail, cost: 526 ms
58 fail, cost: 618 ms
59 fail, cost: 575 ms
60 fail, cost: 1120 ms
61 fail, cost: 518 ms
62 fail, cost: 687 ms
63 fail, cost: 542 ms
64 fail, cost: 737 ms
65 fail, cost: 1148 ms
66 fail, cost: 592 ms
67 fail, cost: 558 ms
68 fail, cost: 599 ms
69 fail, cost: 496 ms
70 fail, cost: 1139 ms
71 fail, cost: 689 ms
72 fail, cost: 1148 ms
73 fail, cost: 879 ms
74 fail, cost: 1403 ms
75 fail, cost: 714 ms
76 fail, cost: 675 ms
77 fail, cost: 595 ms
78 fail, cost: 574 ms
79 fail, cost: 1113 ms
80 fail, cost: 601 ms
81 fail, cost: 547 ms
82 fail, cost: 559 ms
83 fail, cost: 526 ms
84 fail, cost: 1164 ms
85 fail, cost: 585 ms
86 fail, cost: 496 ms
87 fail, cost: 610 ms
88 fail, cost: 704 ms
89 fail, cost: 1206 ms
90 fail, cost: 839 ms
91 fail, cost: 653 ms
92 fail, cost: 728 ms
93 fail, cost: 1240 ms
94 fail, cost: 619 ms
95 fail, cost: 786 ms
96 fail, cost: 494 ms
97 fail, cost: 472 ms
98 fail, cost: 432 ms
99 fail, cost: 1045 ms
100 fail, cost: 473 ms
101 fail, cost: 446 ms
102 fail, cost: 520 ms
103 fail, cost: 399 ms
104 fail, cost: 499 ms
105 fail, cost: 478 ms
106 fail, cost: 476 ms
107 fail, cost: 388 ms
108 fail, cost: 1058 ms
109 fail, cost: 418 ms
110 fail, cost: 468 ms
111 fail, cost: 425 ms
112 fail, cost: 428 ms
113 fail, cost: 389 ms
114 fail, cost: 488 ms
115 fail, cost: 547 ms
116 fail, cost: 1441 ms
117 fail, cost: 480 ms
118 fail, cost: 467 ms
119 fail, cost: 520 ms
120 fail, cost: 483 ms
121 fail, cost: 384 ms
122 fail, cost: 1090 ms
123 fail, cost: 428 ms
124 fail, cost: 469 ms
125 fail, cost: 409 ms
126 fail, cost: 455 ms
127 fail, cost: 488 ms
128 fail, cost: 729 ms
129 fail, cost: 1236 ms
130 fail, cost: 505 ms
131 fail, cost: 583 ms
132 fail, cost: 620 ms
133 fail, cost: 576 ms
134 fail, cost: 1230 ms
135 fail, cost: 611 ms
136 fail, cost: 693 ms
137 fail, cost: 596 ms
138 fail, cost: 721 ms
139 fail, cost: 1356 ms
140 fail, cost: 720 ms
141 fail, cost: 621 ms
142 fail, cost: 815 ms
143 fail, cost: 1315 ms
144 fail, cost: 708 ms
145 fail, cost: 618 ms
146 fail, cost: 692 ms
147 fail, cost: 694 ms
148 fail, cost: 1505 ms
149 fail, cost: 577 ms
150 fail, cost: 667 ms
151 fail, cost: 633 ms
152 fail, cost: 1421 ms
153 fail, cost: 721 ms
154 fail, cost: 945 ms
155 fail, cost: 523 ms
156 fail, cost: 1354 ms
157 fail, cost: 611 ms
158 fail, cost: 667 ms
159 fail, cost: 630 ms
160 fail, cost: 614 ms
161 fail, cost: 1204 ms
162 fail, cost: 617 ms
163 fail, cost: 528 ms
164 fail, cost: 840 ms
165 fail, cost: 641 ms
166 fail, cost: 1173 ms
167 fail, cost: 583 ms
168 fail, cost: 617 ms
169 fail, cost: 645 ms
170 fail, cost: 654 ms
171 fail, cost: 1323 ms
172 fail, cost: 643 ms
173 fail, cost: 618 ms
174 fail, cost: 689 ms
175 fail, cost: 1204 ms
176 fail, cost: 582 ms
177 fail, cost: 525 ms
178 fail, cost: 524 ms
179 fail, cost: 510 ms
180 fail, cost: 600 ms
181 fail, cost: 1232 ms
182 fail, cost: 655 ms
183 fail, cost: 483 ms
184 fail, cost: 651 ms
185 fail, cost: 482 ms
186 fail, cost: 1168 ms
187 fail, cost: 476 ms
188 fail, cost: 505 ms
189 fail, cost: 367 ms
190 fail, cost: 407 ms
191 fail, cost: 386 ms
192 fail, cost: 787 ms
