0 fail, cost: 534 ms
1 fail, cost: 546 ms
2 fail, cost: 754 ms
3 fail, cost: 1156 ms
4 fail, cost: 980 ms
5 fail, cost: 809 ms
6 fail, cost: 606 ms
7 fail, cost: 1237 ms
8 fail, cost: 884 ms
9 fail, cost: 775 ms
10 fail, cost: 755 ms
11 fail, cost: 1251 ms
12 fail, cost: 689 ms
13 fail, cost: 671 ms
14 fail, cost: 563 ms
15 fail, cost: 604 ms
16 fail, cost: 1483 ms
17 fail, cost: 995 ms
18 fail, cost: 597 ms
19 fail, cost: 605 ms
20 fail, cost: 1504 ms
21 fail, cost: 808 ms
22 fail, cost: 739 ms
23 fail, cost: 543 ms
24 fail, cost: 1289 ms
25 fail, cost: 602 ms
26 fail, cost: 793 ms
27 fail, cost: 660 ms
28 fail, cost: 1368 ms
29 fail, cost: 679 ms
30 fail, cost: 654 ms
31 fail, cost: 556 ms
32 fail, cost: 748 ms
33 fail, cost: 1355 ms
34 fail, cost: 679 ms
35 fail, cost: 729 ms
36 fail, cost: 967 ms
37 fail, cost: 1319 ms
38 fail, cost: 769 ms
39 fail, cost: 659 ms
40 fail, cost: 859 ms
41 fail, cost: 1423 ms
42 fail, cost: 693 ms
43 fail, cost: 710 ms
44 fail, cost: 823 ms
45 fail, cost: 1288 ms
46 fail, cost: 588 ms
47 fail, cost: 540 ms
48 fail, cost: 713 ms
49 fail, cost: 599 ms
50 fail, cost: 1242 ms
51 fail, cost: 627 ms
52 fail, cost: 809 ms
53 fail, cost: 901 ms
54 fail, cost: 1355 ms
55 fail, cost: 784 ms
56 fail, cost: 851 ms
57 fail, cost: 578 ms
58 fail, cost: 1235 ms
59 fail, cost: 578 ms
60 fail, cost: 704 ms
61 fail, cost: 573 ms
62 fail, cost: 643 ms
63 fail, cost: 1178 ms
64 fail, cost: 776 ms
65 fail, cost: 680 ms
66 fail, cost: 692 ms
67 fail, cost: 1116 ms
68 fail, cost: 637 ms
69 fail, cost: 550 ms
70 fail, cost: 529 ms
71 fail, cost: 428 ms
72 fail, cost: 490 ms
73 fail, cost: 1106 ms
74 fail, cost: 502 ms
75 fail, cost: 434 ms
76 fail, cost: 513 ms
77 fail, cost: 494 ms
78 fail, cost: 457 ms
79 fail, cost: 1006 ms
80 fail, cost: 555 ms
81 fail, cost: 444 ms
82 fail, cost: 555 ms
83 fail, cost: 447 ms
84 fail, cost: 1378 ms
85 fail, cost: 701 ms
86 fail, cost: 586 ms
87 fail, cost: 479 ms
88 fail, cost: 659 ms
89 fail, cost: 1263 ms
90 fail, cost: 510 ms
91 fail, cost: 628 ms
92 fail, cost: 500 ms
93 fail, cost: 472 ms
94 fail, cost: 447 ms
95 fail, cost: 976 ms
96 fail, cost: 438 ms
97 fail, cost: 422 ms
98 fail, cost: 369 ms
99 fail, cost: 383 ms
100 fail, cost: 470 ms
101 fail, cost: 1017 ms
102 fail, cost: 343 ms
103 fail, cost: 383 ms
104 fail, cost: 451 ms
105 fail, cost: 548 ms
106 fail, cost: 449 ms
107 fail, cost: 1010 ms
108 fail, cost: 562 ms
109 fail, cost: 537 ms
110 fail, cost: 433 ms
111 fail, cost: 417 ms
112 fail, cost: 707 ms
113 fail, cost: 1292 ms
114 fail, cost: 492 ms
115 fail, cost: 405 ms
116 fail, cost: 578 ms
117 fail, cost: 609 ms
118 fail, cost: 1038 ms
119 fail, cost: 365 ms
120 fail, cost: 426 ms
121 fail, cost: 503 ms
122 fail, cost: 498 ms
123 fail, cost: 467 ms
124 fail, cost: 1115 ms
125 fail, cost: 405 ms
126 fail, cost: 411 ms
127 fail, cost: 366 ms
128 fail, cost: 717 ms
129 fail, cost: 1443 ms
130 fail, cost: 846 ms
131 fail, cost: 765 ms
132 fail, cost: 770 ms
133 fail, cost: 573 ms
134 fail, cost: 1376 ms
135 fail, cost: 517 ms
136 fail, cost: 620 ms
137 fail, cost: 704 ms
138 fail, cost: 528 ms
139 fail, cost: 1292 ms
140 fail, cost: 616 ms
141 fail, cost: 579 ms
142 fail, cost: 625 ms
143 fail, cost: 446 ms
144 fail, cost: 1579 ms
145 fail, cost: 639 ms
146 fail, cost: 614 ms
147 fail, cost: 452 ms
148 fail, cost: 1299 ms
149 fail, cost: 438 ms
150 fail, cost: 606 ms
151 fail, cost: 406 ms
152 fail, cost: 815 ms
153 fail, cost: 1123 ms
154 fail, cost: 512 ms
155 fail, cost: 593 ms
156 fail, cost: 581 ms
157 fail, cost: 481 ms
158 fail, cost: 1097 ms
159 fail, cost: 553 ms
160 fail, cost: 531 ms
161 fail, cost: 772 ms
162 fail, cost: 1274 ms
163 fail, cost: 657 ms
164 fail, cost: 1114 ms
165 fail, cost: 639 ms
166 fail, cost: 1332 ms
167 fail, cost: 545 ms
168 fail, cost: 612 ms
169 fail, cost: 587 ms
170 fail, cost: 549 ms
171 fail, cost: 478 ms
172 fail, cost: 1272 ms
173 fail, cost: 507 ms
174 fail, cost: 526 ms
175 fail, cost: 559 ms
176 fail, cost: 671 ms
177 fail, cost: 1257 ms
178 fail, cost: 722 ms
179 fail, cost: 497 ms
180 fail, cost: 558 ms
181 fail, cost: 478 ms
182 fail, cost: 1144 ms
183 fail, cost: 366 ms
184 fail, cost: 557 ms
185 fail, cost: 446 ms
186 fail, cost: 473 ms
187 fail, cost: 575 ms
188 fail, cost: 1060 ms
189 fail, cost: 511 ms
190 fail, cost: 570 ms
191 fail, cost: 414 ms
192 fail, cost: 477 ms
193 fail, cost: 1046 ms
194 fail, cost: 425 ms
195 fail, cost: 416 ms
196 fail, cost: 481 ms
197 fail, cost: 478 ms
198 fail, cost: 391 ms
199 fail, cost: 1081 ms
200 fail, cost: 679 ms
201 fail, cost: 481 ms
202 fail, cost: 494 ms
203 fail, cost: 452 ms
204 fail, cost: 479 ms
205 fail, cost: 1077 ms
206 fail, cost: 503 ms
207 fail, cost: 293 ms
208 fail, cost: 539 ms
209 fail, cost: 478 ms
210 fail, cost: 537 ms
211 fail, cost: 435 ms
212 fail, cost: 1342 ms
213 fail, cost: 683 ms
214 fail, cost: 450 ms
215 fail, cost: 478 ms
216 fail, cost: 480 ms
217 fail, cost: 1043 ms
218 fail, cost: 478 ms
219 fail, cost: 369 ms
0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 
220 success, cost: 80 ms
221 fail, cost: 373 ms
222 fail, cost: 439 ms
223 fail, cost: 334 ms
224 fail, cost: 487 ms
225 fail, cost: 1145 ms
226 fail, cost: 371 ms
227 fail, cost: 401 ms
228 fail, cost: 435 ms
229 fail, cost: 356 ms
230 fail, cost: 369 ms
231 fail, cost: 894 ms
232 fail, cost: 455 ms
233 fail, cost: 402 ms
234 fail, cost: 389 ms
235 fail, cost: 320 ms
236 fail, cost: 441 ms
237 fail, cost: 410 ms
238 fail, cost: 916 ms
239 fail, cost: 309 ms
240 fail, cost: 410 ms
241 fail, cost: 474 ms
242 fail, cost: 340 ms
243 fail, cost: 346 ms
244 fail, cost: 485 ms
245 fail, cost: 984 ms
246 fail, cost: 312 ms
247 fail, cost: 461 ms
248 fail, cost: 418 ms
249 fail, cost: 377 ms
250 fail, cost: 571 ms
251 fail, cost: 1015 ms
252 fail, cost: 430 ms
253 fail, cost: 358 ms
254 fail, cost: 379 ms
255 fail, cost: 311 ms
