0 fail, cost: 555 ms
1 fail, cost: 658 ms
2 fail, cost: 1707 ms
3 fail, cost: 868 ms
4 fail, cost: 684 ms
5 fail, cost: 805 ms
6 fail, cost: 1227 ms
7 fail, cost: 618 ms
8 fail, cost: 976 ms
9 fail, cost: 936 ms
10 fail, cost: 1349 ms
11 fail, cost: 692 ms
12 fail, cost: 834 ms
13 fail, cost: 494 ms
14 fail, cost: 573 ms
15 fail, cost: 1222 ms
16 fail, cost: 929 ms
17 fail, cost: 757 ms
18 fail, cost: 701 ms
19 fail, cost: 1407 ms
20 fail, cost: 817 ms
21 fail, cost: 613 ms
22 fail, cost: 727 ms
23 fail, cost: 1158 ms
24 fail, cost: 759 ms
25 fail, cost: 723 ms
26 fail, cost: 641 ms
27 fail, cost: 684 ms
28 fail, cost: 1533 ms
29 fail, cost: 823 ms
30 fail, cost: 588 ms
31 fail, cost: 519 ms
32 fail, cost: 1417 ms
33 fail, cost: 704 ms
34 fail, cost: 686 ms
35 fail, cost: 647 ms
36 fail, cost: 1281 ms
37 fail, cost: 602 ms
38 fail, cost: 607 ms
39 fail, cost: 529 ms
40 fail, cost: 650 ms
41 fail, cost: 1396 ms
42 fail, cost: 681 ms
43 fail, cost: 693 ms
44 fail, cost: 619 ms
45 fail, cost: 1429 ms
46 fail, cost: 784 ms
47 fail, cost: 705 ms
48 fail, cost: 1096 ms
49 fail, cost: 1136 ms
50 fail, cost: 675 ms
51 fail, cost: 640 ms
52 fail, cost: 857 ms
53 fail, cost: 1298 ms
54 fail, cost: 792 ms
55 fail, cost: 508 ms
56 fail, cost: 741 ms
57 fail, cost: 778 ms
58 fail, cost: 1305 ms
59 fail, cost: 715 ms
60 fail, cost: 677 ms
61 fail, cost: 575 ms
62 fail, cost: 627 ms
63 fail, cost: 1331 ms
64 fail, cost: 875 ms
65 fail, cost: 862 ms
66 fail, cost: 1687 ms
67 fail, cost: 664 ms
68 fail, cost: 791 ms
69 fail, cost: 669 ms
70 fail, cost: 638 ms
71 fail, cost: 1108 ms
72 fail, cost: 779 ms
73 fail, cost: 673 ms
74 fail, cost: 848 ms
75 fail, cost: 1221 ms
76 fail, cost: 779 ms
77 fail, cost: 515 ms
78 fail, cost: 860 ms
79 fail, cost: 733 ms
80 fail, cost: 1541 ms
81 fail, cost: 654 ms
82 fail, cost: 770 ms
83 fail, cost: 588 ms
84 fail, cost: 1386 ms
85 fail, cost: 696 ms
86 fail, cost: 753 ms
87 fail, cost: 500 ms
88 fail, cost: 1292 ms
89 fail, cost: 569 ms
90 fail, cost: 662 ms
91 fail, cost: 536 ms
92 fail, cost: 629 ms
93 fail, cost: 515 ms
94 fail, cost: 1178 ms
95 fail, cost: 637 ms
96 fail, cost: 755 ms
97 fail, cost: 873 ms
98 fail, cost: 1297 ms
99 fail, cost: 738 ms
100 fail, cost: 817 ms
101 fail, cost: 705 ms
102 fail, cost: 1372 ms
103 fail, cost: 636 ms
104 fail, cost: 1295 ms
105 fail, cost: 942 ms
106 fail, cost: 1310 ms
107 fail, cost: 611 ms
108 fail, cost: 730 ms
109 fail, cost: 690 ms
110 fail, cost: 1163 ms
111 fail, cost: 571 ms
112 fail, cost: 617 ms
113 fail, cost: 606 ms
114 fail, cost: 539 ms
115 fail, cost: 574 ms
116 fail, cost: 1248 ms
117 fail, cost: 581 ms
118 fail, cost: 614 ms
119 fail, cost: 572 ms
120 fail, cost: 756 ms
121 fail, cost: 1398 ms
122 fail, cost: 699 ms
123 fail, cost: 765 ms
124 fail, cost: 966 ms
125 fail, cost: 1538 ms
126 fail, cost: 865 ms
127 fail, cost: 830 ms
128 fail, cost: 1676 ms
129 fail, cost: 876 ms
130 fail, cost: 603 ms
131 fail, cost: 586 ms
132 fail, cost: 636 ms
133 fail, cost: 1131 ms
134 fail, cost: 614 ms
135 fail, cost: 464 ms
136 fail, cost: 674 ms
137 fail, cost: 1300 ms
138 fail, cost: 737 ms
139 fail, cost: 662 ms
140 fail, cost: 745 ms
141 fail, cost: 703 ms
142 fail, cost: 1236 ms
143 fail, cost: 662 ms
144 fail, cost: 743 ms
145 fail, cost: 777 ms
146 fail, cost: 674 ms
147 fail, cost: 1177 ms
148 fail, cost: 814 ms
149 fail, cost: 583 ms
150 fail, cost: 565 ms
151 fail, cost: 545 ms
152 fail, cost: 1397 ms
153 fail, cost: 697 ms
154 fail, cost: 622 ms
155 fail, cost: 513 ms
156 fail, cost: 1433 ms
157 fail, cost: 553 ms
158 fail, cost: 554 ms
159 fail, cost: 642 ms
160 fail, cost: 932 ms
1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 
161 success, cost: 207 ms
162 fail, cost: 1231 ms
163 fail, cost: 489 ms
164 fail, cost: 640 ms
165 fail, cost: 540 ms
166 fail, cost: 636 ms
167 fail, cost: 1160 ms
168 fail, cost: 710 ms
169 fail, cost: 592 ms
170 fail, cost: 608 ms
171 fail, cost: 1244 ms
172 fail, cost: 663 ms
173 fail, cost: 588 ms
174 fail, cost: 627 ms
175 fail, cost: 535 ms
176 fail, cost: 675 ms
177 fail, cost: 1191 ms
178 fail, cost: 607 ms
179 fail, cost: 505 ms
180 fail, cost: 765 ms
181 fail, cost: 1533 ms
182 fail, cost: 758 ms
183 fail, cost: 520 ms
184 fail, cost: 931 ms
185 fail, cost: 1240 ms
186 fail, cost: 624 ms
187 fail, cost: 492 ms
188 fail, cost: 760 ms
189 fail, cost: 565 ms
190 fail, cost: 530 ms
191 fail, cost: 1133 ms
192 fail, cost: 761 ms
193 fail, cost: 684 ms
194 fail, cost: 621 ms
195 fail, cost: 1232 ms
196 fail, cost: 990 ms
197 fail, cost: 625 ms
198 fail, cost: 572 ms
199 fail, cost: 509 ms
200 fail, cost: 1354 ms
201 fail, cost: 734 ms
202 fail, cost: 629 ms
203 fail, cost: 529 ms
204 fail, cost: 637 ms
205 fail, cost: 1057 ms
206 fail, cost: 468 ms
207 fail, cost: 416 ms
208 fail, cost: 742 ms
209 fail, cost: 606 ms
210 fail, cost: 1170 ms
211 fail, cost: 625 ms
212 fail, cost: 661 ms
213 fail, cost: 509 ms
214 fail, cost: 732 ms
215 fail, cost: 1248 ms
216 fail, cost: 870 ms
217 fail, cost: 626 ms
218 fail, cost: 511 ms
219 fail, cost: 423 ms
220 fail, cost: 1140 ms
221 fail, cost: 486 ms
222 fail, cost: 686 ms
223 fail, cost: 512 ms
224 fail, cost: 970 ms
225 fail, cost: 1319 ms
226 fail, cost: 654 ms
227 fail, cost: 544 ms
228 fail, cost: 820 ms
229 fail, cost: 1126 ms
