0 fail, cost: 409 ms
1 fail, cost: 545 ms
2 fail, cost: 689 ms
3 fail, cost: 1265 ms
4 fail, cost: 855 ms
5 fail, cost: 645 ms
6 fail, cost: 875 ms
7 fail, cost: 1359 ms
8 fail, cost: 768 ms
9 fail, cost: 808 ms
10 fail, cost: 742 ms
11 fail, cost: 1196 ms
12 fail, cost: 826 ms
13 fail, cost: 636 ms
14 fail, cost: 715 ms
15 fail, cost: 684 ms
16 fail, cost: 1522 ms
17 fail, cost: 570 ms
18 fail, cost: 461 ms
19 fail, cost: 717 ms
20 fail, cost: 606 ms
21 fail, cost: 1080 ms
22 fail, cost: 632 ms
23 fail, cost: 891 ms
0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 
24 success, cost: 380 ms
25 fail, cost: 478 ms
26 fail, cost: 1249 ms
27 fail, cost: 575 ms
28 fail, cost: 690 ms
29 fail, cost: 507 ms
30 fail, cost: 392 ms
31 fail, cost: 811 ms
32 fail, cost: 1399 ms
33 fail, cost: 449 ms
34 fail, cost: 588 ms
35 fail, cost: 598 ms
36 fail, cost: 1493 ms
37 fail, cost: 558 ms
38 fail, cost: 1004 ms
39 fail, cost: 539 ms
40 fail, cost: 806 ms
41 fail, cost: 1262 ms
42 fail, cost: 794 ms
43 fail, cost: 496 ms
44 fail, cost: 776 ms
45 fail, cost: 1501 ms
46 fail, cost: 772 ms
47 fail, cost: 657 ms
48 fail, cost: 428 ms
49 fail, cost: 576 ms
50 fail, cost: 1234 ms
51 fail, cost: 429 ms
52 fail, cost: 603 ms
53 fail, cost: 519 ms
54 fail, cost: 495 ms
55 fail, cost: 417 ms
56 fail, cost: 749 ms
57 fail, cost: 1019 ms
58 fail, cost: 575 ms
59 fail, cost: 740 ms
60 fail, cost: 688 ms
61 fail, cost: 485 ms
62 fail, cost: 1328 ms
63 fail, cost: 614 ms
64 fail, cost: 810 ms
65 fail, cost: 649 ms
66 fail, cost: 615 ms
67 fail, cost: 1193 ms
68 fail, cost: 807 ms
69 fail, cost: 617 ms
70 fail, cost: 562 ms
71 fail, cost: 454 ms
72 fail, cost: 1537 ms
73 fail, cost: 868 ms
74 fail, cost: 967 ms
75 fail, cost: 796 ms
76 fail, cost: 1393 ms
77 fail, cost: 565 ms
78 fail, cost: 856 ms
79 fail, cost: 590 ms
80 fail, cost: 596 ms
81 fail, cost: 1072 ms
82 fail, cost: 584 ms
83 fail, cost: 477 ms
84 fail, cost: 681 ms
85 fail, cost: 479 ms
86 fail, cost: 1159 ms
87 fail, cost: 432 ms
88 fail, cost: 492 ms
89 fail, cost: 481 ms
90 fail, cost: 746 ms
91 fail, cost: 503 ms
92 fail, cost: 1293 ms
93 fail, cost: 483 ms
94 fail, cost: 824 ms
95 fail, cost: 495 ms
96 fail, cost: 907 ms
97 fail, cost: 1412 ms
98 fail, cost: 994 ms
99 fail, cost: 874 ms
100 fail, cost: 809 ms
101 fail, cost: 1194 ms
102 fail, cost: 707 ms
103 fail, cost: 431 ms
104 fail, cost: 820 ms
105 fail, cost: 665 ms
106 fail, cost: 1216 ms
107 fail, cost: 630 ms
108 fail, cost: 648 ms
109 fail, cost: 681 ms
110 fail, cost: 1499 ms
111 fail, cost: 849 ms
112 fail, cost: 713 ms
113 fail, cost: 691 ms
114 fail, cost: 637 ms
115 fail, cost: 1289 ms
116 fail, cost: 769 ms
117 fail, cost: 562 ms
118 fail, cost: 707 ms
119 fail, cost: 700 ms
120 fail, cost: 1339 ms
121 fail, cost: 471 ms
122 fail, cost: 454 ms
123 fail, cost: 500 ms
124 fail, cost: 810 ms
125 fail, cost: 440 ms
126 fail, cost: 1135 ms
127 fail, cost: 340 ms
128 fail, cost: 864 ms
129 fail, cost: 472 ms
130 fail, cost: 582 ms
131 fail, cost: 1137 ms
132 fail, cost: 559 ms
133 fail, cost: 629 ms
134 fail, cost: 636 ms
135 fail, cost: 607 ms
136 fail, cost: 1376 ms
137 fail, cost: 666 ms
138 fail, cost: 870 ms
139 fail, cost: 822 ms
140 fail, cost: 1446 ms
141 fail, cost: 847 ms
