0 fail, cost: 850 ms
1 fail, cost: 548 ms
2 fail, cost: 900 ms
3 fail, cost: 1260 ms
4 fail, cost: 597 ms
5 fail, cost: 535 ms
6 fail, cost: 691 ms
7 fail, cost: 1180 ms
8 fail, cost: 954 ms
9 fail, cost: 702 ms
10 fail, cost: 1042 ms
11 fail, cost: 1264 ms
12 fail, cost: 745 ms
13 fail, cost: 589 ms
14 fail, cost: 675 ms
15 fail, cost: 1267 ms
16 fail, cost: 1044 ms
17 fail, cost: 684 ms
18 fail, cost: 885 ms
19 fail, cost: 1806 ms
20 fail, cost: 712 ms
21 fail, cost: 549 ms
22 fail, cost: 785 ms
23 fail, cost: 1119 ms
24 fail, cost: 939 ms
25 fail, cost: 770 ms
26 fail, cost: 1092 ms
27 fail, cost: 1445 ms
0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 
28 success, cost: 419 ms
29 fail, cost: 518 ms
30 fail, cost: 736 ms
31 fail, cost: 521 ms
32 fail, cost: 1674 ms
33 fail, cost: 678 ms
34 fail, cost: 1070 ms
35 fail, cost: 1382 ms
36 fail, cost: 837 ms
37 fail, cost: 677 ms
38 fail, cost: 622 ms
39 fail, cost: 1481 ms
40 fail, cost: 1167 ms
41 fail, cost: 972 ms
42 fail, cost: 1761 ms
43 fail, cost: 640 ms
44 fail, cost: 814 ms
45 fail, cost: 569 ms
46 fail, cost: 917 ms
47 fail, cost: 1387 ms
48 fail, cost: 1137 ms
49 fail, cost: 983 ms
50 fail, cost: 1604 ms
51 fail, cost: 1073 ms
52 fail, cost: 1047 ms
53 fail, cost: 1346 ms
54 fail, cost: 671 ms
55 fail, cost: 556 ms
56 fail, cost: 969 ms
57 fail, cost: 1245 ms
58 fail, cost: 1306 ms
59 fail, cost: 824 ms
60 fail, cost: 738 ms
61 fail, cost: 1357 ms
62 fail, cost: 766 ms
63 fail, cost: 766 ms
64 fail, cost: 1160 ms
65 fail, cost: 1139 ms
66 fail, cost: 943 ms
67 fail, cost: 755 ms
68 fail, cost: 1352 ms
69 fail, cost: 571 ms
70 fail, cost: 863 ms
71 fail, cost: 1034 ms
72 fail, cost: 2138 ms
73 fail, cost: 696 ms
74 fail, cost: 689 ms
75 fail, cost: 691 ms
76 fail, cost: 680 ms
77 fail, cost: 1249 ms
78 fail, cost: 744 ms
79 fail, cost: 706 ms
80 fail, cost: 802 ms
81 fail, cost: 1278 ms
82 fail, cost: 650 ms
83 fail, cost: 647 ms
84 fail, cost: 771 ms
85 fail, cost: 638 ms
86 fail, cost: 1266 ms
87 fail, cost: 596 ms
88 fail, cost: 825 ms
0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 
89 success, cost: 688 ms
90 fail, cost: 776 ms
91 fail, cost: 1320 ms
92 fail, cost: 831 ms
93 fail, cost: 732 ms
94 fail, cost: 852 ms
95 fail, cost: 1339 ms
96 fail, cost: 730 ms
97 fail, cost: 688 ms
98 fail, cost: 623 ms
99 fail, cost: 870 ms
100 fail, cost: 1333 ms
101 fail, cost: 470 ms
102 fail, cost: 653 ms
103 fail, cost: 611 ms
104 fail, cost: 1514 ms
105 fail, cost: 631 ms
106 fail, cost: 905 ms
107 fail, cost: 523 ms
108 fail, cost: 762 ms
109 fail, cost: 1326 ms
110 fail, cost: 613 ms
111 fail, cost: 680 ms
112 fail, cost: 1168 ms
113 fail, cost: 1385 ms
114 fail, cost: 712 ms
115 fail, cost: 844 ms
116 fail, cost: 794 ms
117 fail, cost: 1542 ms
118 fail, cost: 942 ms
119 fail, cost: 779 ms
120 fail, cost: 1160 ms
121 fail, cost: 1331 ms
122 fail, cost: 872 ms
123 fail, cost: 825 ms
124 fail, cost: 762 ms
125 fail, cost: 497 ms
126 fail, cost: 1329 ms
127 fail, cost: 544 ms
128 fail, cost: 1176 ms
129 fail, cost: 1299 ms
130 fail, cost: 1065 ms
131 fail, cost: 749 ms
132 fail, cost: 734 ms
133 fail, cost: 1219 ms
134 fail, cost: 688 ms
135 fail, cost: 566 ms
136 fail, cost: 1157 ms
137 fail, cost: 1356 ms
138 fail, cost: 1082 ms
139 fail, cost: 619 ms
140 fail, cost: 754 ms
141 fail, cost: 1320 ms
142 fail, cost: 722 ms
143 fail, cost: 665 ms
144 fail, cost: 992 ms
145 fail, cost: 1417 ms
146 fail, cost: 1003 ms
147 fail, cost: 968 ms
148 fail, cost: 671 ms
149 fail, cost: 1180 ms
150 fail, cost: 654 ms
151 fail, cost: 469 ms
152 fail, cost: 820 ms
153 fail, cost: 548 ms
154 fail, cost: 1379 ms
155 fail, cost: 685 ms
156 fail, cost: 684 ms
157 fail, cost: 623 ms
158 fail, cost: 1348 ms
159 fail, cost: 512 ms
160 fail, cost: 1140 ms
161 fail, cost: 635 ms
162 fail, cost: 1473 ms
163 fail, cost: 774 ms
164 fail, cost: 948 ms
165 fail, cost: 1596 ms
166 fail, cost: 1027 ms
167 fail, cost: 911 ms
168 fail, cost: 1233 ms
169 fail, cost: 1442 ms
170 fail, cost: 1157 ms
171 fail, cost: 1232 ms
172 fail, cost: 1434 ms
173 fail, cost: 1009 ms
174 fail, cost: 908 ms
175 fail, cost: 1447 ms
176 fail, cost: 1057 ms
177 fail, cost: 857 ms
178 fail, cost: 1092 ms
179 fail, cost: 1186 ms
180 fail, cost: 984 ms
181 fail, cost: 852 ms
182 fail, cost: 825 ms
183 fail, cost: 1179 ms
184 fail, cost: 987 ms
185 fail, cost: 552 ms
186 fail, cost: 635 ms
187 fail, cost: 1189 ms
188 fail, cost: 654 ms
189 fail, cost: 730 ms
190 fail, cost: 612 ms
191 fail, cost: 435 ms
192 fail, cost: 1506 ms
193 fail, cost: 628 ms
194 fail, cost: 880 ms
195 fail, cost: 618 ms
196 fail, cost: 1462 ms
197 fail, cost: 544 ms
198 fail, cost: 897 ms
199 fail, cost: 859 ms
200 fail, cost: 1691 ms
201 fail, cost: 790 ms
202 fail, cost: 1061 ms
203 fail, cost: 1545 ms
204 fail, cost: 777 ms
205 fail, cost: 873 ms
206 fail, cost: 670 ms
207 fail, cost: 1453 ms
208 fail, cost: 1183 ms
209 fail, cost: 966 ms
210 fail, cost: 1056 ms
211 fail, cost: 1329 ms
212 fail, cost: 810 ms
213 fail, cost: 814 ms
214 fail, cost: 1080 ms
215 fail, cost: 1328 ms
216 fail, cost: 1225 ms
217 fail, cost: 751 ms
218 fail, cost: 1261 ms
219 fail, cost: 698 ms
220 fail, cost: 671 ms
221 fail, cost: 559 ms
222 fail, cost: 564 ms
223 fail, cost: 398 ms
224 fail, cost: 1484 ms
225 fail, cost: 653 ms
226 fail, cost: 797 ms
227 fail, cost: 1193 ms
228 fail, cost: 833 ms
229 fail, cost: 647 ms
230 fail, cost: 743 ms
231 fail, cost: 528 ms
232 fail, cost: 1444 ms
233 fail, cost: 814 ms
234 fail, cost: 543 ms
235 fail, cost: 596 ms
236 fail, cost: 1321 ms
237 fail, cost: 634 ms
238 fail, cost: 719 ms
239 fail, cost: 605 ms
240 fail, cost: 1402 ms
241 fail, cost: 725 ms
242 fail, cost: 782 ms
243 fail, cost: 652 ms
244 fail, cost: 1662 ms
245 fail, cost: 673 ms
0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 
246 success, cost: 124 ms
247 fail, cost: 803 ms
248 fail, cost: 1190 ms
249 fail, cost: 1337 ms
250 fail, cost: 830 ms
251 fail, cost: 804 ms
252 fail, cost: 899 ms
253 fail, cost: 1321 ms
254 fail, cost: 761 ms
255 fail, cost: 604 ms
