0 fail, cost: 396 ms
1 fail, cost: 507 ms
2 fail, cost: 468 ms
3 fail, cost: 489 ms
4 fail, cost: 1135 ms
5 fail, cost: 788 ms
6 fail, cost: 547 ms
7 fail, cost: 583 ms
8 fail, cost: 599 ms
9 fail, cost: 1187 ms
10 fail, cost: 561 ms
1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 
11 success, cost: 158 ms
12 fail, cost: 657 ms
13 fail, cost: 843 ms
14 fail, cost: 1306 ms
15 fail, cost: 539 ms
16 fail, cost: 754 ms
17 fail, cost: 580 ms
18 fail, cost: 652 ms
19 fail, cost: 1389 ms
20 fail, cost: 327 ms
21 fail, cost: 283 ms
22 fail, cost: 309 ms
23 fail, cost: 330 ms
24 fail, cost: 640 ms
25 fail, cost: 619 ms
26 fail, cost: 1059 ms
27 fail, cost: 477 ms
28 fail, cost: 511 ms
29 fail, cost: 462 ms
30 fail, cost: 623 ms
31 fail, cost: 402 ms
32 fail, cost: 1047 ms
33 fail, cost: 500 ms
34 fail, cost: 539 ms
35 fail, cost: 542 ms
36 fail, cost: 750 ms
37 fail, cost: 1386 ms
38 fail, cost: 443 ms
39 fail, cost: 396 ms
40 fail, cost: 736 ms
41 fail, cost: 689 ms
42 fail, cost: 1414 ms
43 fail, cost: 570 ms
44 fail, cost: 832 ms
45 fail, cost: 689 ms
46 fail, cost: 1348 ms
47 fail, cost: 477 ms
48 fail, cost: 606 ms
49 fail, cost: 581 ms
50 fail, cost: 560 ms
51 fail, cost: 568 ms
52 fail, cost: 1359 ms
53 fail, cost: 558 ms
54 fail, cost: 527 ms
55 fail, cost: 613 ms
56 fail, cost: 614 ms
57 fail, cost: 1230 ms
58 fail, cost: 453 ms
59 fail, cost: 630 ms
60 fail, cost: 473 ms
61 fail, cost: 446 ms
62 fail, cost: 972 ms
63 fail, cost: 460 ms
64 fail, cost: 567 ms
65 fail, cost: 656 ms
66 fail, cost: 750 ms
67 fail, cost: 1302 ms
68 fail, cost: 753 ms
69 fail, cost: 603 ms
70 fail, cost: 644 ms
71 fail, cost: 452 ms
72 fail, cost: 1149 ms
73 fail, cost: 587 ms
74 fail, cost: 643 ms
75 fail, cost: 504 ms
76 fail, cost: 653 ms
77 fail, cost: 1119 ms
78 fail, cost: 378 ms
79 fail, cost: 318 ms
80 fail, cost: 665 ms
81 fail, cost: 396 ms
82 fail, cost: 364 ms
83 fail, cost: 497 ms
84 fail, cost: 1104 ms
85 fail, cost: 615 ms
86 fail, cost: 512 ms
87 fail, cost: 557 ms
88 fail, cost: 501 ms
89 fail, cost: 1077 ms
90 fail, cost: 493 ms
91 fail, cost: 489 ms
92 fail, cost: 452 ms
93 fail, cost: 412 ms
94 fail, cost: 432 ms
95 fail, cost: 1039 ms
96 fail, cost: 532 ms
97 fail, cost: 494 ms
98 fail, cost: 640 ms
99 fail, cost: 671 ms
100 fail, cost: 1289 ms
101 fail, cost: 573 ms
102 fail, cost: 572 ms
103 fail, cost: 444 ms
104 fail, cost: 513 ms
105 fail, cost: 436 ms
106 fail, cost: 1425 ms
107 fail, cost: 660 ms
108 fail, cost: 574 ms
109 fail, cost: 576 ms
110 fail, cost: 630 ms
111 fail, cost: 1137 ms
112 fail, cost: 525 ms
113 fail, cost: 562 ms
114 fail, cost: 511 ms
115 fail, cost: 489 ms
116 fail, cost: 1182 ms
117 fail, cost: 493 ms
118 fail, cost: 549 ms
119 fail, cost: 415 ms
120 fail, cost: 693 ms
121 fail, cost: 516 ms
122 fail, cost: 1075 ms
123 fail, cost: 616 ms
124 fail, cost: 606 ms
125 fail, cost: 535 ms
126 fail, cost: 544 ms
127 fail, cost: 1208 ms
128 fail, cost: 613 ms
129 fail, cost: 563 ms
130 fail, cost: 607 ms
131 fail, cost: 670 ms
132 fail, cost: 558 ms
133 fail, cost: 1313 ms
134 fail, cost: 581 ms
135 fail, cost: 534 ms
136 fail, cost: 630 ms
137 fail, cost: 1178 ms
138 fail, cost: 648 ms
139 fail, cost: 709 ms
140 fail, cost: 543 ms
141 fail, cost: 596 ms
142 fail, cost: 1001 ms
143 fail, cost: 398 ms
144 fail, cost: 594 ms
145 fail, cost: 599 ms
146 fail, cost: 379 ms
147 fail, cost: 603 ms
148 fail, cost: 453 ms
149 fail, cost: 1126 ms
150 fail, cost: 627 ms
151 fail, cost: 646 ms
152 fail, cost: 502 ms
153 fail, cost: 455 ms
154 fail, cost: 1015 ms
155 fail, cost: 539 ms
156 fail, cost: 368 ms
157 fail, cost: 596 ms
158 fail, cost: 487 ms
159 fail, cost: 589 ms
160 fail, cost: 1464 ms
161 fail, cost: 810 ms
162 fail, cost: 654 ms
163 fail, cost: 517 ms
164 fail, cost: 1224 ms
165 fail, cost: 688 ms
166 fail, cost: 563 ms
167 fail, cost: 502 ms
168 fail, cost: 622 ms
169 fail, cost: 1269 ms
170 fail, cost: 724 ms
171 fail, cost: 716 ms
172 fail, cost: 761 ms
173 fail, cost: 1134 ms
174 fail, cost: 608 ms
175 fail, cost: 470 ms
176 fail, cost: 675 ms
177 fail, cost: 621 ms
178 fail, cost: 1128 ms
179 fail, cost: 549 ms
180 fail, cost: 522 ms
181 fail, cost: 663 ms
182 fail, cost: 696 ms
183 fail, cost: 428 ms
184 fail, cost: 1199 ms
185 fail, cost: 599 ms
186 fail, cost: 694 ms
187 fail, cost: 492 ms
188 fail, cost: 657 ms
189 fail, cost: 1122 ms
190 fail, cost: 650 ms
191 fail, cost: 513 ms
192 fail, cost: 734 ms
193 fail, cost: 523 ms
194 fail, cost: 1145 ms
195 fail, cost: 655 ms
196 fail, cost: 536 ms
197 fail, cost: 568 ms
198 fail, cost: 618 ms
199 fail, cost: 1127 ms
200 fail, cost: 509 ms
201 fail, cost: 645 ms
202 fail, cost: 635 ms
203 fail, cost: 591 ms
204 fail, cost: 1247 ms
205 fail, cost: 540 ms
206 fail, cost: 727 ms
207 fail, cost: 525 ms
208 fail, cost: 598 ms
209 fail, cost: 1177 ms
210 fail, cost: 578 ms
211 fail, cost: 476 ms
212 fail, cost: 461 ms
213 fail, cost: 364 ms
214 fail, cost: 368 ms
215 fail, cost: 1023 ms
216 fail, cost: 557 ms
217 fail, cost: 558 ms
218 fail, cost: 447 ms
219 fail, cost: 623 ms
220 fail, cost: 545 ms
221 fail, cost: 1188 ms
222 fail, cost: 585 ms
223 fail, cost: 572 ms
224 fail, cost: 635 ms
225 fail, cost: 489 ms
226 fail, cost: 523 ms
227 fail, cost: 1308 ms
228 fail, cost: 709 ms
229 fail, cost: 591 ms
230 fail, cost: 575 ms
231 fail, cost: 586 ms
232 fail, cost: 1338 ms
233 fail, cost: 716 ms
234 fail, cost: 686 ms
235 fail, cost: 734 ms
236 fail, cost: 1440 ms
237 fail, cost: 637 ms
238 fail, cost: 474 ms
239 fail, cost: 396 ms
240 fail, cost: 881 ms
241 fail, cost: 1174 ms
242 fail, cost: 474 ms
243 fail, cost: 446 ms
244 fail, cost: 442 ms
245 fail, cost: 385 ms
246 fail, cost: 378 ms
247 fail, cost: 358 ms
248 fail, cost: 993 ms
249 fail, cost: 419 ms
250 fail, cost: 431 ms
251 fail, cost: 423 ms
252 fail, cost: 452 ms
253 fail, cost: 341 ms
254 fail, cost: 341 ms
255 fail, cost: 894 ms
