0 fail, cost: 787 ms
1 fail, cost: 610 ms
2 fail, cost: 564 ms
3 fail, cost: 1156 ms
4 fail, cost: 760 ms
5 fail, cost: 542 ms
6 fail, cost: 507 ms
7 fail, cost: 616 ms
8 fail, cost: 1278 ms
9 fail, cost: 515 ms
10 fail, cost: 719 ms
11 fail, cost: 506 ms
12 fail, cost: 701 ms
13 fail, cost: 412 ms
14 fail, cost: 1205 ms
15 fail, cost: 464 ms
16 fail, cost: 569 ms
17 fail, cost: 425 ms
18 fail, cost: 466 ms
19 fail, cost: 494 ms
20 fail, cost: 1286 ms
21 fail, cost: 446 ms
22 fail, cost: 541 ms
23 fail, cost: 476 ms
24 fail, cost: 681 ms
25 fail, cost: 394 ms
26 fail, cost: 1148 ms
27 fail, cost: 399 ms
28 fail, cost: 580 ms
29 fail, cost: 450 ms
30 fail, cost: 472 ms
31 fail, cost: 379 ms
32 fail, cost: 1320 ms
33 fail, cost: 900 ms
34 fail, cost: 850 ms
35 fail, cost: 676 ms
36 fail, cost: 1358 ms
37 fail, cost: 457 ms
38 fail, cost: 542 ms
39 fail, cost: 510 ms
40 fail, cost: 593 ms
41 fail, cost: 1169 ms
42 fail, cost: 640 ms
43 fail, cost: 569 ms
44 fail, cost: 708 ms
45 fail, cost: 467 ms
46 fail, cost: 1089 ms
47 fail, cost: 462 ms
48 fail, cost: 513 ms
49 fail, cost: 542 ms
50 fail, cost: 472 ms
51 fail, cost: 513 ms
52 fail, cost: 1203 ms
53 fail, cost: 488 ms
54 fail, cost: 554 ms
55 fail, cost: 469 ms
56 fail, cost: 605 ms
57 fail, cost: 446 ms
58 fail, cost: 602 ms
59 fail, cost: 1001 ms
60 fail, cost: 508 ms
61 fail, cost: 457 ms
62 fail, cost: 491 ms
63 fail, cost: 361 ms
64 fail, cost: 763 ms
65 fail, cost: 1153 ms
66 fail, cost: 731 ms
67 fail, cost: 736 ms
68 fail, cost: 710 ms
69 fail, cost: 1221 ms
70 fail, cost: 860 ms
71 fail, cost: 517 ms
72 fail, cost: 759 ms
73 fail, cost: 509 ms
74 fail, cost: 1210 ms
75 fail, cost: 604 ms
76 fail, cost: 588 ms
77 fail, cost: 470 ms
78 fail, cost: 458 ms
79 fail, cost: 592 ms
80 fail, cost: 1297 ms
81 fail, cost: 824 ms
82 fail, cost: 651 ms
83 fail, cost: 699 ms
84 fail, cost: 1327 ms
85 fail, cost: 596 ms
86 fail, cost: 526 ms
87 fail, cost: 520 ms
88 fail, cost: 618 ms
89 fail, cost: 536 ms
90 fail, cost: 1157 ms
91 fail, cost: 606 ms
92 fail, cost: 482 ms
93 fail, cost: 438 ms
94 fail, cost: 434 ms
95 fail, cost: 447 ms
96 fail, cost: 1216 ms
97 fail, cost: 748 ms
98 fail, cost: 955 ms
99 fail, cost: 1696 ms
100 fail, cost: 922 ms
101 fail, cost: 787 ms
102 fail, cost: 661 ms
103 fail, cost: 652 ms
104 fail, cost: 1295 ms
105 fail, cost: 629 ms
106 fail, cost: 746 ms
107 fail, cost: 468 ms
108 fail, cost: 512 ms
109 fail, cost: 1085 ms
110 fail, cost: 633 ms
111 fail, cost: 498 ms
112 fail, cost: 663 ms
113 fail, cost: 604 ms
114 fail, cost: 1313 ms
115 fail, cost: 624 ms
116 fail, cost: 674 ms
117 fail, cost: 650 ms
118 fail, cost: 714 ms
119 fail, cost: 1120 ms
120 fail, cost: 703 ms
121 fail, cost: 536 ms
122 fail, cost: 724 ms
123 fail, cost: 633 ms
124 fail, cost: 1216 ms
125 fail, cost: 465 ms
126 fail, cost: 611 ms
127 fail, cost: 619 ms
128 fail, cost: 991 ms
129 fail, cost: 1194 ms
130 fail, cost: 649 ms
131 fail, cost: 621 ms
132 fail, cost: 843 ms
133 fail, cost: 1453 ms
134 fail, cost: 627 ms
135 fail, cost: 700 ms
136 fail, cost: 700 ms
137 fail, cost: 630 ms
138 fail, cost: 1224 ms
139 fail, cost: 612 ms
140 fail, cost: 577 ms
141 fail, cost: 558 ms
142 fail, cost: 679 ms
143 fail, cost: 1154 ms
144 fail, cost: 684 ms
145 fail, cost: 450 ms
146 fail, cost: 511 ms
147 fail, cost: 454 ms
148 fail, cost: 1071 ms
149 fail, cost: 615 ms
150 fail, cost: 595 ms
151 fail, cost: 465 ms
152 fail, cost: 516 ms
153 fail, cost: 486 ms
154 fail, cost: 431 ms
155 fail, cost: 1030 ms
156 fail, cost: 563 ms
157 fail, cost: 481 ms
158 fail, cost: 597 ms
159 fail, cost: 438 ms
