0 fail, cost: 291 ms
1 fail, cost: 354 ms
2 fail, cost: 409 ms
3 fail, cost: 458 ms
4 fail, cost: 1399 ms
5 fail, cost: 858 ms
6 fail, cost: 703 ms
7 fail, cost: 710 ms
8 fail, cost: 1383 ms
9 fail, cost: 801 ms
10 fail, cost: 715 ms
11 fail, cost: 799 ms
12 fail, cost: 1443 ms
13 fail, cost: 781 ms
14 fail, cost: 770 ms
15 fail, cost: 678 ms
16 fail, cost: 1855 ms
17 fail, cost: 1048 ms
18 fail, cost: 839 ms
19 fail, cost: 1291 ms
20 fail, cost: 726 ms
21 fail, cost: 624 ms
22 fail, cost: 667 ms
23 fail, cost: 769 ms
24 fail, cost: 1281 ms
25 fail, cost: 678 ms
26 fail, cost: 725 ms
27 fail, cost: 764 ms
28 fail, cost: 1390 ms
29 fail, cost: 566 ms
30 fail, cost: 811 ms
31 fail, cost: 633 ms
32 fail, cost: 1486 ms
33 fail, cost: 723 ms
34 fail, cost: 929 ms
35 fail, cost: 902 ms
36 fail, cost: 1668 ms
37 fail, cost: 763 ms
38 fail, cost: 833 ms
39 fail, cost: 1693 ms
40 fail, cost: 1096 ms
41 fail, cost: 545 ms
42 fail, cost: 696 ms
43 fail, cost: 1291 ms
44 fail, cost: 976 ms
45 fail, cost: 843 ms
46 fail, cost: 1291 ms
47 fail, cost: 629 ms
48 fail, cost: 737 ms
49 fail, cost: 636 ms
50 fail, cost: 782 ms
51 fail, cost: 1620 ms
52 fail, cost: 872 ms
53 fail, cost: 597 ms
54 fail, cost: 794 ms
55 fail, cost: 1231 ms
56 fail, cost: 708 ms
57 fail, cost: 701 ms
58 fail, cost: 621 ms
59 fail, cost: 606 ms
60 fail, cost: 1530 ms
61 fail, cost: 757 ms
62 fail, cost: 766 ms
63 fail, cost: 682 ms
64 fail, cost: 1316 ms
65 fail, cost: 647 ms
66 fail, cost: 654 ms
67 fail, cost: 718 ms
68 fail, cost: 1364 ms
1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 
69 success, cost: 358 ms
70 fail, cost: 739 ms
71 fail, cost: 724 ms
72 fail, cost: 1642 ms
73 fail, cost: 1004 ms
74 fail, cost: 816 ms
75 fail, cost: 882 ms
0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 
76 success, cost: 704 ms
77 fail, cost: 830 ms
78 fail, cost: 944 ms
79 fail, cost: 884 ms
80 fail, cost: 1317 ms
81 fail, cost: 611 ms
82 fail, cost: 717 ms
83 fail, cost: 590 ms
84 fail, cost: 823 ms
85 fail, cost: 1319 ms
86 fail, cost: 558 ms
87 fail, cost: 566 ms
88 fail, cost: 777 ms
89 fail, cost: 1297 ms
90 fail, cost: 572 ms
91 fail, cost: 569 ms
92 fail, cost: 723 ms
93 fail, cost: 817 ms
94 fail, cost: 1403 ms
95 fail, cost: 660 ms
96 fail, cost: 849 ms
97 fail, cost: 680 ms
98 fail, cost: 1444 ms
99 fail, cost: 1147 ms
100 fail, cost: 1224 ms
101 fail, cost: 1322 ms
102 fail, cost: 694 ms
103 fail, cost: 642 ms
104 fail, cost: 928 ms
105 fail, cost: 1283 ms
106 fail, cost: 830 ms
107 fail, cost: 731 ms
108 fail, cost: 797 ms
109 fail, cost: 1385 ms
110 fail, cost: 716 ms
111 fail, cost: 697 ms
112 fail, cost: 1198 ms
113 fail, cost: 1694 ms
114 fail, cost: 700 ms
115 fail, cost: 641 ms
116 fail, cost: 572 ms
117 fail, cost: 524 ms
118 fail, cost: 1497 ms
119 fail, cost: 797 ms
120 fail, cost: 703 ms
121 fail, cost: 976 ms
122 fail, cost: 1417 ms
123 fail, cost: 931 ms
124 fail, cost: 1042 ms
125 fail, cost: 661 ms
126 fail, cost: 1255 ms
127 fail, cost: 562 ms
128 fail, cost: 797 ms
129 fail, cost: 801 ms
130 fail, cost: 1450 ms
131 fail, cost: 625 ms
132 fail, cost: 1024 ms
133 fail, cost: 628 ms
134 fail, cost: 1308 ms
135 fail, cost: 644 ms
136 fail, cost: 791 ms
137 fail, cost: 768 ms
138 fail, cost: 716 ms
139 fail, cost: 1314 ms
140 fail, cost: 634 ms
141 fail, cost: 812 ms
142 fail, cost: 924 ms
143 fail, cost: 1567 ms
144 fail, cost: 757 ms
145 fail, cost: 723 ms
146 fail, cost: 1440 ms
147 fail, cost: 703 ms
148 fail, cost: 559 ms
149 fail, cost: 629 ms
150 fail, cost: 511 ms
151 fail, cost: 499 ms
152 fail, cost: 1403 ms
153 fail, cost: 709 ms
154 fail, cost: 615 ms
155 fail, cost: 626 ms
156 fail, cost: 582 ms
157 fail, cost: 1084 ms
158 fail, cost: 522 ms
159 fail, cost: 471 ms
160 fail, cost: 713 ms
161 fail, cost: 1295 ms
162 fail, cost: 650 ms
163 fail, cost: 676 ms
164 fail, cost: 800 ms
165 fail, cost: 706 ms
166 fail, cost: 1268 ms
167 fail, cost: 574 ms
168 fail, cost: 534 ms
169 fail, cost: 620 ms
170 fail, cost: 761 ms
171 fail, cost: 1553 ms
172 fail, cost: 959 ms
173 fail, cost: 785 ms
174 fail, cost: 1581 ms
175 fail, cost: 995 ms
176 fail, cost: 1132 ms
177 fail, cost: 952 ms
178 fail, cost: 1399 ms
179 fail, cost: 1041 ms
180 fail, cost: 658 ms
181 fail, cost: 686 ms
182 fail, cost: 1459 ms
183 fail, cost: 744 ms
184 fail, cost: 907 ms
185 fail, cost: 918 ms
186 fail, cost: 1469 ms
187 fail, cost: 649 ms
188 fail, cost: 619 ms
189 fail, cost: 611 ms
190 fail, cost: 1162 ms
191 fail, cost: 573 ms
192 fail, cost: 936 ms
193 fail, cost: 936 ms
194 fail, cost: 1318 ms
195 fail, cost: 665 ms
196 fail, cost: 877 ms
197 fail, cost: 776 ms
198 fail, cost: 1259 ms
199 fail, cost: 546 ms
200 fail, cost: 997 ms
201 fail, cost: 863 ms
202 fail, cost: 1296 ms
203 fail, cost: 626 ms
204 fail, cost: 978 ms
205 fail, cost: 973 ms
206 fail, cost: 1342 ms
207 fail, cost: 784 ms
208 fail, cost: 734 ms
209 fail, cost: 897 ms
210 fail, cost: 1543 ms
211 fail, cost: 635 ms
212 fail, cost: 480 ms
213 fail, cost: 611 ms
214 fail, cost: 512 ms
215 fail, cost: 1201 ms
216 fail, cost: 592 ms
217 fail, cost: 707 ms
218 fail, cost: 693 ms
219 fail, cost: 1302 ms
220 fail, cost: 583 ms
221 fail, cost: 604 ms
222 fail, cost: 809 ms
223 fail, cost: 927 ms
224 fail, cost: 1495 ms
225 fail, cost: 673 ms
226 fail, cost: 876 ms
227 fail, cost: 768 ms
228 fail, cost: 1451 ms
229 fail, cost: 592 ms
230 fail, cost: 804 ms
231 fail, cost: 550 ms
232 fail, cost: 1451 ms
233 fail, cost: 582 ms
234 fail, cost: 864 ms
235 fail, cost: 606 ms
236 fail, cost: 1454 ms
237 fail, cost: 493 ms
238 fail, cost: 627 ms
239 fail, cost: 480 ms
240 fail, cost: 1467 ms
241 fail, cost: 621 ms
242 fail, cost: 708 ms
243 fail, cost: 636 ms
244 fail, cost: 1349 ms
245 fail, cost: 517 ms
246 fail, cost: 552 ms
247 fail, cost: 451 ms
248 fail, cost: 635 ms
249 fail, cost: 1319 ms
250 fail, cost: 795 ms
251 fail, cost: 560 ms
252 fail, cost: 1000 ms
253 fail, cost: 1280 ms
254 fail, cost: 772 ms
255 fail, cost: 692 ms
