0 fail, cost: 623 ms
1 fail, cost: 866 ms
2 fail, cost: 684 ms
3 fail, cost: 1284 ms
4 fail, cost: 1157 ms
5 fail, cost: 788 ms
6 fail, cost: 865 ms
7 fail, cost: 1389 ms
8 fail, cost: 908 ms
9 fail, cost: 802 ms
10 fail, cost: 1311 ms
11 fail, cost: 805 ms
12 fail, cost: 976 ms
13 fail, cost: 730 ms
14 fail, cost: 1647 ms
15 fail, cost: 976 ms
16 fail, cost: 958 ms
17 fail, cost: 657 ms
18 fail, cost: 1494 ms
19 fail, cost: 892 ms
20 fail, cost: 1354 ms
21 fail, cost: 1258 ms
22 fail, cost: 758 ms
23 fail, cost: 854 ms
24 fail, cost: 785 ms
25 fail, cost: 1623 ms
26 fail, cost: 694 ms
27 fail, cost: 621 ms
28 fail, cost: 753 ms
29 fail, cost: 1371 ms
30 fail, cost: 1109 ms
31 fail, cost: 950 ms
32 fail, cost: 1691 ms
33 fail, cost: 718 ms
34 fail, cost: 718 ms
35 fail, cost: 610 ms
36 fail, cost: 1566 ms
37 fail, cost: 706 ms
38 fail, cost: 724 ms
39 fail, cost: 727 ms
40 fail, cost: 843 ms
41 fail, cost: 1243 ms
42 fail, cost: 633 ms
43 fail, cost: 808 ms
44 fail, cost: 846 ms
45 fail, cost: 1321 ms
46 fail, cost: 952 ms
47 fail, cost: 978 ms
48 fail, cost: 1609 ms
49 fail, cost: 743 ms
50 fail, cost: 773 ms
51 fail, cost: 794 ms
52 fail, cost: 1243 ms
53 fail, cost: 573 ms
54 fail, cost: 667 ms
55 fail, cost: 649 ms
56 fail, cost: 725 ms
57 fail, cost: 1713 ms
58 fail, cost: 949 ms
59 fail, cost: 1253 ms
60 fail, cost: 1605 ms
61 fail, cost: 940 ms
62 fail, cost: 918 ms
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 
63 success, cost: 95 ms
64 fail, cost: 815 ms
65 fail, cost: 1324 ms
66 fail, cost: 718 ms
67 fail, cost: 662 ms
68 fail, cost: 824 ms
