0 fail, cost: 901 ms
1 fail, cost: 952 ms
2 fail, cost: 1802 ms
3 fail, cost: 975 ms
4 fail, cost: 1025 ms
5 fail, cost: 1552 ms
6 fail, cost: 1144 ms
7 fail, cost: 1197 ms
8 fail, cost: 1749 ms
9 fail, cost: 1075 ms
10 fail, cost: 803 ms
11 fail, cost: 1802 ms
12 fail, cost: 1103 ms
13 fail, cost: 687 ms
14 fail, cost: 1369 ms
15 fail, cost: 946 ms
16 fail, cost: 966 ms
17 fail, cost: 769 ms
18 fail, cost: 1347 ms
19 fail, cost: 1158 ms
20 fail, cost: 1318 ms
21 fail, cost: 1709 ms
22 fail, cost: 857 ms
23 fail, cost: 635 ms
24 fail, cost: 1742 ms
25 fail, cost: 1125 ms
26 fail, cost: 1148 ms
27 fail, cost: 1523 ms
28 fail, cost: 815 ms
29 fail, cost: 732 ms
30 fail, cost: 867 ms
31 fail, cost: 1782 ms
32 fail, cost: 1144 ms
33 fail, cost: 1762 ms
34 fail, cost: 1008 ms
35 fail, cost: 788 ms
36 fail, cost: 802 ms
37 fail, cost: 1301 ms
38 fail, cost: 881 ms
39 fail, cost: 1149 ms
40 fail, cost: 862 ms
41 fail, cost: 1495 ms
42 fail, cost: 928 ms
43 fail, cost: 787 ms
44 fail, cost: 795 ms
45 fail, cost: 1377 ms
46 fail, cost: 774 ms
47 fail, cost: 821 ms
48 fail, cost: 783 ms
49 fail, cost: 1371 ms
50 fail, cost: 965 ms
51 fail, cost: 1127 ms
52 fail, cost: 1773 ms
53 fail, cost: 892 ms
54 fail, cost: 798 ms
55 fail, cost: 740 ms
56 fail, cost: 1379 ms
57 fail, cost: 783 ms
58 fail, cost: 764 ms
59 fail, cost: 646 ms
60 fail, cost: 1383 ms
61 fail, cost: 686 ms
62 fail, cost: 795 ms
63 fail, cost: 901 ms
64 fail, cost: 1507 ms
65 fail, cost: 844 ms
66 fail, cost: 754 ms
67 fail, cost: 1006 ms
68 fail, cost: 1733 ms
69 fail, cost: 795 ms
70 fail, cost: 786 ms
71 fail, cost: 598 ms
72 fail, cost: 1289 ms
73 fail, cost: 746 ms
74 fail, cost: 797 ms
75 fail, cost: 1297 ms
76 fail, cost: 782 ms
77 fail, cost: 858 ms
78 fail, cost: 832 ms
79 fail, cost: 1750 ms
80 fail, cost: 857 ms
81 fail, cost: 915 ms
82 fail, cost: 746 ms
83 fail, cost: 1559 ms
84 fail, cost: 937 ms
85 fail, cost: 748 ms
86 fail, cost: 1652 ms
87 fail, cost: 662 ms
88 fail, cost: 741 ms
89 fail, cost: 683 ms
90 fail, cost: 740 ms
91 fail, cost: 1324 ms
92 fail, cost: 736 ms
93 fail, cost: 727 ms
94 fail, cost: 698 ms
95 fail, cost: 1223 ms
96 fail, cost: 836 ms
97 fail, cost: 807 ms
98 fail, cost: 904 ms
99 fail, cost: 1443 ms
100 fail, cost: 889 ms
101 fail, cost: 791 ms
102 fail, cost: 1663 ms
103 fail, cost: 1014 ms
104 fail, cost: 909 ms
105 fail, cost: 905 ms
106 fail, cost: 1792 ms
107 fail, cost: 757 ms
108 fail, cost: 900 ms
109 fail, cost: 1562 ms
110 fail, cost: 813 ms
111 fail, cost: 718 ms
112 fail, cost: 833 ms
113 fail, cost: 1402 ms
114 fail, cost: 811 ms
115 fail, cost: 595 ms
116 fail, cost: 796 ms
117 fail, cost: 548 ms
118 fail, cost: 1051 ms
119 fail, cost: 456 ms
120 fail, cost: 592 ms
121 fail, cost: 567 ms
122 fail, cost: 1624 ms
123 fail, cost: 1040 ms
124 fail, cost: 1166 ms
125 fail, cost: 1010 ms
126 fail, cost: 1627 ms
127 fail, cost: 903 ms
128 fail, cost: 1300 ms
129 fail, cost: 1754 ms
130 fail, cost: 997 ms
131 fail, cost: 1028 ms
132 fail, cost: 1698 ms
133 fail, cost: 1007 ms
134 fail, cost: 992 ms
135 fail, cost: 1499 ms
136 fail, cost: 940 ms
137 fail, cost: 958 ms
138 fail, cost: 1419 ms
139 fail, cost: 788 ms
140 fail, cost: 923 ms
141 fail, cost: 684 ms
142 fail, cost: 1433 ms
143 fail, cost: 656 ms
144 fail, cost: 965 ms
145 fail, cost: 1605 ms
