0 fail, cost: 444 ms
1 fail, cost: 696 ms
2 fail, cost: 1995 ms
3 fail, cost: 1304 ms
4 fail, cost: 645 ms
5 fail, cost: 838 ms
6 fail, cost: 1311 ms
7 fail, cost: 581 ms
8 fail, cost: 714 ms
9 fail, cost: 826 ms
10 fail, cost: 581 ms
11 fail, cost: 1209 ms
12 fail, cost: 684 ms
13 fail, cost: 629 ms
14 fail, cost: 576 ms
15 fail, cost: 524 ms
16 fail, cost: 1757 ms
17 fail, cost: 1020 ms
18 fail, cost: 752 ms
19 fail, cost: 1609 ms
20 fail, cost: 762 ms
21 fail, cost: 663 ms
22 fail, cost: 658 ms
23 fail, cost: 1171 ms
24 fail, cost: 749 ms
25 fail, cost: 903 ms
26 fail, cost: 743 ms
27 fail, cost: 1432 ms
28 fail, cost: 648 ms
29 fail, cost: 561 ms
30 fail, cost: 688 ms
31 fail, cost: 586 ms
32 fail, cost: 1771 ms
33 fail, cost: 748 ms
34 fail, cost: 1097 ms
35 fail, cost: 1400 ms
36 fail, cost: 599 ms
37 fail, cost: 469 ms
38 fail, cost: 584 ms
39 fail, cost: 468 ms
40 fail, cost: 1731 ms
41 fail, cost: 887 ms
42 fail, cost: 791 ms
43 fail, cost: 684 ms
44 fail, cost: 1208 ms
45 fail, cost: 534 ms
46 fail, cost: 503 ms
47 fail, cost: 548 ms
48 fail, cost: 825 ms
49 fail, cost: 1617 ms
50 fail, cost: 926 ms
51 fail, cost: 868 ms
52 fail, cost: 647 ms
53 fail, cost: 1450 ms
54 fail, cost: 614 ms
55 fail, cost: 556 ms
56 fail, cost: 809 ms
57 fail, cost: 620 ms
58 fail, cost: 1195 ms
59 fail, cost: 570 ms
60 fail, cost: 667 ms
61 fail, cost: 508 ms
62 fail, cost: 503 ms
63 fail, cost: 438 ms
64 fail, cost: 1531 ms
65 fail, cost: 721 ms
66 fail, cost: 664 ms
67 fail, cost: 890 ms
68 fail, cost: 1335 ms
69 fail, cost: 689 ms
70 fail, cost: 776 ms
71 fail, cost: 587 ms
72 fail, cost: 1341 ms
73 fail, cost: 701 ms
74 fail, cost: 794 ms
75 fail, cost: 832 ms
76 fail, cost: 1242 ms
77 fail, cost: 629 ms
78 fail, cost: 777 ms
79 fail, cost: 623 ms
80 fail, cost: 1713 ms
81 fail, cost: 608 ms
82 fail, cost: 825 ms
83 fail, cost: 749 ms
84 fail, cost: 1443 ms
85 fail, cost: 695 ms
86 fail, cost: 805 ms
87 fail, cost: 559 ms
88 fail, cost: 654 ms
89 fail, cost: 1199 ms
90 fail, cost: 728 ms
91 fail, cost: 628 ms
92 fail, cost: 814 ms
93 fail, cost: 501 ms
94 fail, cost: 1063 ms
1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 
95 success, cost: 296 ms
96 fail, cost: 946 ms
97 fail, cost: 980 ms
98 fail, cost: 1398 ms
99 fail, cost: 876 ms
100 fail, cost: 643 ms
101 fail, cost: 651 ms
102 fail, cost: 560 ms
103 fail, cost: 1246 ms
104 fail, cost: 742 ms
105 fail, cost: 814 ms
106 fail, cost: 801 ms
107 fail, cost: 1284 ms
108 fail, cost: 522 ms
109 fail, cost: 437 ms
110 fail, cost: 492 ms
111 fail, cost: 380 ms
112 fail, cost: 613 ms
113 fail, cost: 1237 ms
114 fail, cost: 600 ms
115 fail, cost: 532 ms
116 fail, cost: 625 ms
117 fail, cost: 507 ms
118 fail, cost: 487 ms
119 fail, cost: 1008 ms
120 fail, cost: 562 ms
121 fail, cost: 633 ms
122 fail, cost: 698 ms
123 fail, cost: 573 ms
124 fail, cost: 1425 ms
