0 fail, cost: 512 ms
1 fail, cost: 433 ms
2 fail, cost: 619 ms
3 fail, cost: 624 ms
4 fail, cost: 1242 ms
5 fail, cost: 632 ms
6 fail, cost: 671 ms
7 fail, cost: 692 ms
8 fail, cost: 1367 ms
9 fail, cost: 575 ms
10 fail, cost: 944 ms
11 fail, cost: 753 ms
12 fail, cost: 1382 ms
13 fail, cost: 868 ms
14 fail, cost: 942 ms
15 fail, cost: 661 ms
16 fail, cost: 1403 ms
17 fail, cost: 603 ms
18 fail, cost: 793 ms
19 fail, cost: 569 ms
20 fail, cost: 751 ms
21 fail, cost: 1263 ms
22 fail, cost: 883 ms
23 fail, cost: 653 ms
24 fail, cost: 775 ms
25 fail, cost: 1166 ms
26 fail, cost: 560 ms
27 fail, cost: 734 ms
28 fail, cost: 1055 ms
29 fail, cost: 803 ms
30 fail, cost: 1555 ms
31 fail, cost: 499 ms
32 fail, cost: 783 ms
33 fail, cost: 582 ms
34 fail, cost: 1289 ms
35 fail, cost: 682 ms
36 fail, cost: 648 ms
37 fail, cost: 748 ms
38 fail, cost: 845 ms
39 fail, cost: 1113 ms
40 fail, cost: 649 ms
41 fail, cost: 646 ms
42 fail, cost: 605 ms
43 fail, cost: 562 ms
44 fail, cost: 1585 ms
45 fail, cost: 599 ms
46 fail, cost: 732 ms
47 fail, cost: 750 ms
1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 
48 success, cost: 1099 ms
49 fail, cost: 623 ms
50 fail, cost: 752 ms
51 fail, cost: 608 ms
52 fail, cost: 851 ms
53 fail, cost: 1199 ms
54 fail, cost: 1076 ms
55 fail, cost: 719 ms
56 fail, cost: 856 ms
57 fail, cost: 1276 ms
58 fail, cost: 873 ms
59 fail, cost: 583 ms
60 fail, cost: 821 ms
61 fail, cost: 526 ms
62 fail, cost: 1236 ms
63 fail, cost: 564 ms
64 fail, cost: 832 ms
65 fail, cost: 638 ms
66 fail, cost: 1419 ms
67 fail, cost: 710 ms
68 fail, cost: 1035 ms
69 fail, cost: 770 ms
70 fail, cost: 1851 ms
71 fail, cost: 786 ms
72 fail, cost: 747 ms
73 fail, cost: 538 ms
74 fail, cost: 1259 ms
75 fail, cost: 589 ms
76 fail, cost: 858 ms
77 fail, cost: 607 ms
78 fail, cost: 804 ms
79 fail, cost: 1146 ms
80 fail, cost: 864 ms
81 fail, cost: 689 ms
82 fail, cost: 856 ms
83 fail, cost: 1485 ms
84 fail, cost: 893 ms
85 fail, cost: 706 ms
86 fail, cost: 714 ms
87 fail, cost: 685 ms
88 fail, cost: 1610 ms
89 fail, cost: 746 ms
90 fail, cost: 599 ms
91 fail, cost: 515 ms
92 fail, cost: 1378 ms
93 fail, cost: 613 ms
94 fail, cost: 640 ms
95 fail, cost: 528 ms
96 fail, cost: 875 ms
97 fail, cost: 1331 ms
98 fail, cost: 825 ms
99 fail, cost: 566 ms
100 fail, cost: 1063 ms
101 fail, cost: 1252 ms
102 fail, cost: 842 ms
103 fail, cost: 755 ms
104 fail, cost: 1103 ms
105 fail, cost: 1372 ms
106 fail, cost: 709 ms
107 fail, cost: 633 ms
108 fail, cost: 803 ms
109 fail, cost: 885 ms
110 fail, cost: 1409 ms
111 fail, cost: 540 ms
112 fail, cost: 742 ms
113 fail, cost: 568 ms
114 fail, cost: 1231 ms
115 fail, cost: 576 ms
116 fail, cost: 769 ms
117 fail, cost: 630 ms
118 fail, cost: 698 ms
119 fail, cost: 1234 ms
120 fail, cost: 792 ms
121 fail, cost: 793 ms
122 fail, cost: 993 ms
123 fail, cost: 1248 ms
124 fail, cost: 1029 ms
125 fail, cost: 709 ms
126 fail, cost: 852 ms
127 fail, cost: 699 ms
128 fail, cost: 1519 ms
129 fail, cost: 636 ms
130 fail, cost: 805 ms
131 fail, cost: 649 ms
132 fail, cost: 1383 ms
133 fail, cost: 693 ms
134 fail, cost: 708 ms
135 fail, cost: 616 ms
136 fail, cost: 702 ms
137 fail, cost: 1321 ms
138 fail, cost: 635 ms
139 fail, cost: 647 ms
140 fail, cost: 880 ms
141 fail, cost: 1239 ms
142 fail, cost: 751 ms
143 fail, cost: 577 ms
144 fail, cost: 1039 ms
145 fail, cost: 1238 ms
146 fail, cost: 706 ms
147 fail, cost: 506 ms
148 fail, cost: 800 ms
149 fail, cost: 743 ms
150 fail, cost: 1214 ms
151 fail, cost: 705 ms
152 fail, cost: 752 ms
153 fail, cost: 674 ms
154 fail, cost: 1524 ms
155 fail, cost: 717 ms
156 fail, cost: 962 ms
157 fail, cost: 808 ms
158 fail, cost: 1574 ms
159 fail, cost: 735 ms
160 fail, cost: 854 ms
161 fail, cost: 560 ms
162 fail, cost: 755 ms
163 fail, cost: 1218 ms
164 fail, cost: 661 ms
165 fail, cost: 550 ms
166 fail, cost: 640 ms
167 fail, cost: 1281 ms
168 fail, cost: 809 ms
169 fail, cost: 706 ms
170 fail, cost: 672 ms
171 fail, cost: 589 ms
172 fail, cost: 1429 ms
173 fail, cost: 610 ms
174 fail, cost: 695 ms
175 fail, cost: 527 ms
176 fail, cost: 880 ms
177 fail, cost: 1263 ms
178 fail, cost: 652 ms
179 fail, cost: 532 ms
180 fail, cost: 687 ms
181 fail, cost: 551 ms
182 fail, cost: 1316 ms
183 fail, cost: 799 ms
184 fail, cost: 1062 ms
185 fail, cost: 698 ms
186 fail, cost: 1515 ms
187 fail, cost: 672 ms
188 fail, cost: 1029 ms
189 fail, cost: 845 ms
190 fail, cost: 1564 ms
191 fail, cost: 853 ms
192 fail, cost: 1013 ms
193 fail, cost: 717 ms
194 fail, cost: 1384 ms
195 fail, cost: 695 ms
196 fail, cost: 1093 ms
197 fail, cost: 724 ms
198 fail, cost: 1712 ms
199 fail, cost: 632 ms
200 fail, cost: 744 ms
201 fail, cost: 593 ms
202 fail, cost: 1274 ms
203 fail, cost: 536 ms
204 fail, cost: 791 ms
205 fail, cost: 658 ms
206 fail, cost: 682 ms
207 fail, cost: 1144 ms
208 fail, cost: 738 ms
209 fail, cost: 630 ms
210 fail, cost: 662 ms
211 fail, cost: 1123 ms
212 fail, cost: 801 ms
213 fail, cost: 596 ms
214 fail, cost: 668 ms
215 fail, cost: 508 ms
216 fail, cost: 1332 ms
217 fail, cost: 599 ms
218 fail, cost: 621 ms
219 fail, cost: 505 ms
220 fail, cost: 726 ms
221 fail, cost: 1300 ms
222 fail, cost: 952 ms
223 fail, cost: 819 ms
224 fail, cost: 993 ms
225 fail, cost: 1345 ms
226 fail, cost: 865 ms
227 fail, cost: 926 ms
228 fail, cost: 986 ms
229 fail, cost: 1243 ms
230 fail, cost: 756 ms
231 fail, cost: 503 ms
232 fail, cost: 860 ms
233 fail, cost: 1456 ms
234 fail, cost: 910 ms
235 fail, cost: 790 ms
236 fail, cost: 1030 ms
237 fail, cost: 1233 ms
238 fail, cost: 746 ms
239 fail, cost: 714 ms
240 fail, cost: 936 ms
241 fail, cost: 776 ms
242 fail, cost: 1370 ms
243 fail, cost: 483 ms
244 fail, cost: 720 ms
245 fail, cost: 609 ms
246 fail, cost: 601 ms
247 fail, cost: 992 ms
248 fail, cost: 760 ms
1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
249 success, cost: 330 ms
250 fail, cost: 554 ms
251 fail, cost: 427 ms
252 fail, cost: 1376 ms
253 fail, cost: 463 ms
254 fail, cost: 618 ms
255 fail, cost: 322 ms
