0 fail, cost: 395 ms
1 fail, cost: 483 ms
2 fail, cost: 476 ms
3 fail, cost: 571 ms
4 fail, cost: 1305 ms
5 fail, cost: 835 ms
6 fail, cost: 636 ms
7 fail, cost: 708 ms
8 fail, cost: 1293 ms
9 fail, cost: 672 ms
10 fail, cost: 774 ms
11 fail, cost: 944 ms
12 fail, cost: 686 ms
13 fail, cost: 1357 ms
14 fail, cost: 781 ms
15 fail, cost: 626 ms
16 fail, cost: 926 ms
17 fail, cost: 1528 ms
18 fail, cost: 711 ms
19 fail, cost: 535 ms
20 fail, cost: 711 ms
21 fail, cost: 1388 ms
22 fail, cost: 978 ms
23 fail, cost: 802 ms
24 fail, cost: 768 ms
25 fail, cost: 1222 ms
26 fail, cost: 688 ms
27 fail, cost: 730 ms
28 fail, cost: 942 ms
29 fail, cost: 1445 ms
30 fail, cost: 594 ms
31 fail, cost: 606 ms
32 fail, cost: 694 ms
33 fail, cost: 529 ms
34 fail, cost: 1423 ms
35 fail, cost: 727 ms
36 fail, cost: 834 ms
37 fail, cost: 763 ms
38 fail, cost: 1163 ms
39 fail, cost: 512 ms
40 fail, cost: 588 ms
41 fail, cost: 479 ms
42 fail, cost: 520 ms
43 fail, cost: 518 ms
44 fail, cost: 1314 ms
45 fail, cost: 794 ms
46 fail, cost: 736 ms
47 fail, cost: 756 ms
48 fail, cost: 1274 ms
49 fail, cost: 504 ms
50 fail, cost: 538 ms
51 fail, cost: 565 ms
52 fail, cost: 489 ms
53 fail, cost: 533 ms
54 fail, cost: 1041 ms
55 fail, cost: 491 ms
56 fail, cost: 735 ms
57 fail, cost: 754 ms
58 fail, cost: 861 ms
59 fail, cost: 1343 ms
60 fail, cost: 920 ms
61 fail, cost: 656 ms
62 fail, cost: 530 ms
63 fail, cost: 481 ms
64 fail, cost: 1467 ms
65 fail, cost: 631 ms
66 fail, cost: 833 ms
67 fail, cost: 613 ms
68 fail, cost: 1296 ms
69 fail, cost: 708 ms
70 fail, cost: 695 ms
71 fail, cost: 672 ms
72 fail, cost: 631 ms
73 fail, cost: 1097 ms
74 fail, cost: 493 ms
75 fail, cost: 486 ms
76 fail, cost: 578 ms
77 fail, cost: 529 ms
78 fail, cost: 488 ms
79 fail, cost: 1006 ms
80 fail, cost: 626 ms
81 fail, cost: 593 ms
82 fail, cost: 646 ms
83 fail, cost: 583 ms
84 fail, cost: 1297 ms
85 fail, cost: 667 ms
86 fail, cost: 718 ms
87 fail, cost: 652 ms
88 fail, cost: 833 ms
89 fail, cost: 1417 ms
90 fail, cost: 773 ms
91 fail, cost: 641 ms
92 fail, cost: 526 ms
93 fail, cost: 472 ms
94 fail, cost: 1145 ms
95 fail, cost: 417 ms
96 fail, cost: 750 ms
97 fail, cost: 653 ms
98 fail, cost: 594 ms
99 fail, cost: 1190 ms
100 fail, cost: 548 ms
101 fail, cost: 528 ms
102 fail, cost: 520 ms
103 fail, cost: 542 ms
104 fail, cost: 534 ms
105 fail, cost: 1065 ms
106 fail, cost: 484 ms
107 fail, cost: 475 ms
108 fail, cost: 477 ms
109 fail, cost: 887 ms
110 fail, cost: 1257 ms
111 fail, cost: 840 ms
112 fail, cost: 837 ms
113 fail, cost: 713 ms
114 fail, cost: 1317 ms
115 fail, cost: 765 ms
116 fail, cost: 942 ms
117 fail, cost: 899 ms
118 fail, cost: 1275 ms
119 fail, cost: 674 ms
120 fail, cost: 532 ms
121 fail, cost: 511 ms
122 fail, cost: 469 ms
123 fail, cost: 429 ms
124 fail, cost: 1113 ms
125 fail, cost: 485 ms
126 fail, cost: 518 ms
127 fail, cost: 424 ms
128 fail, cost: 643 ms
129 fail, cost: 648 ms
130 fail, cost: 1238 ms
131 fail, cost: 656 ms
132 fail, cost: 683 ms
133 fail, cost: 774 ms
134 fail, cost: 1304 ms
135 fail, cost: 717 ms
136 fail, cost: 776 ms
137 fail, cost: 958 ms
138 fail, cost: 1594 ms
139 fail, cost: 849 ms
140 fail, cost: 751 ms
141 fail, cost: 657 ms
142 fail, cost: 745 ms
143 fail, cost: 1366 ms
144 fail, cost: 820 ms
145 fail, cost: 804 ms
146 fail, cost: 687 ms
147 fail, cost: 1161 ms
148 fail, cost: 637 ms
149 fail, cost: 594 ms
150 fail, cost: 490 ms
151 fail, cost: 408 ms
152 fail, cost: 1221 ms
153 fail, cost: 659 ms
154 fail, cost: 552 ms
155 fail, cost: 601 ms
1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 
156 success, cost: 405 ms
157 fail, cost: 649 ms
158 fail, cost: 1122 ms
159 fail, cost: 495 ms
160 fail, cost: 696 ms
161 fail, cost: 721 ms
162 fail, cost: 1392 ms
163 fail, cost: 505 ms
164 fail, cost: 810 ms
165 fail, cost: 816 ms
166 fail, cost: 876 ms
167 fail, cost: 1300 ms
168 fail, cost: 802 ms
169 fail, cost: 720 ms
170 fail, cost: 622 ms
171 fail, cost: 1458 ms
172 fail, cost: 844 ms
173 fail, cost: 730 ms
174 fail, cost: 716 ms
175 fail, cost: 777 ms
176 fail, cost: 1522 ms
177 fail, cost: 541 ms
178 fail, cost: 523 ms
179 fail, cost: 504 ms
180 fail, cost: 552 ms
181 fail, cost: 1242 ms
182 fail, cost: 484 ms
183 fail, cost: 483 ms
184 fail, cost: 511 ms
185 fail, cost: 814 ms
186 fail, cost: 1288 ms
187 fail, cost: 458 ms
188 fail, cost: 633 ms
189 fail, cost: 523 ms
190 fail, cost: 497 ms
191 fail, cost: 512 ms
192 fail, cost: 1277 ms
193 fail, cost: 570 ms
194 fail, cost: 633 ms
195 fail, cost: 699 ms
196 fail, cost: 596 ms
197 fail, cost: 1295 ms
198 fail, cost: 587 ms
199 fail, cost: 660 ms
200 fail, cost: 720 ms
201 fail, cost: 604 ms
202 fail, cost: 1140 ms
203 fail, cost: 623 ms
204 fail, cost: 638 ms
205 fail, cost: 620 ms
206 fail, cost: 521 ms
207 fail, cost: 512 ms
208 fail, cost: 1210 ms
209 fail, cost: 796 ms
210 fail, cost: 722 ms
211 fail, cost: 743 ms
212 fail, cost: 1397 ms
213 fail, cost: 635 ms
214 fail, cost: 604 ms
215 fail, cost: 859 ms
216 fail, cost: 833 ms
217 fail, cost: 1299 ms
218 fail, cost: 923 ms
219 fail, cost: 439 ms
220 fail, cost: 739 ms
221 fail, cost: 1115 ms
222 fail, cost: 635 ms
223 fail, cost: 375 ms
224 fail, cost: 655 ms
225 fail, cost: 540 ms
226 fail, cost: 631 ms
227 fail, cost: 1142 ms
228 fail, cost: 625 ms
229 fail, cost: 643 ms
230 fail, cost: 472 ms
231 fail, cost: 489 ms
232 fail, cost: 1131 ms
233 fail, cost: 471 ms
234 fail, cost: 549 ms
235 fail, cost: 475 ms
236 fail, cost: 475 ms
237 fail, cost: 494 ms
238 fail, cost: 1063 ms
239 fail, cost: 435 ms
240 fail, cost: 564 ms
241 fail, cost: 596 ms
242 fail, cost: 576 ms
243 fail, cost: 479 ms
244 fail, cost: 1348 ms
245 fail, cost: 821 ms
246 fail, cost: 669 ms
247 fail, cost: 595 ms
248 fail, cost: 565 ms
249 fail, cost: 1363 ms
250 fail, cost: 647 ms
251 fail, cost: 507 ms
252 fail, cost: 693 ms
253 fail, cost: 665 ms
254 fail, cost: 1125 ms
255 fail, cost: 453 ms
